Número de GRU;Valor Cobrado (R$);Valor Pago (R$);Data Vencimento;Data Pagamento;Ano Débito;Trimestre;UF;Última Atualização Relatório
30216400008904074;128,8;192,8;30/09/2020;31/01/2024;2020;3;AC;02/04/2024 20:00
30216400008913340;579,7;867,8;30/09/2020;10/01/2024;2020;3;AC;02/04/2024 20:00
30216400008979689;128,8;192,8;30/09/2020;30/01/2024;2020;3;AC;02/04/2024 20:00
30216400003667045;1.159,3;1.159,3;31/12/2020;07/01/2021;2020;4;AC;02/04/2024 20:00
30216400003670388;128,8;128,8;31/12/2020;07/01/2021;2020;4;AC;02/04/2024 20:00
30216400003672367;128,8;128,8;31/12/2020;07/01/2021;2020;4;AC;02/04/2024 20:00
30216400003678999;579,7;579,7;31/12/2020;07/01/2021;2020;4;AC;02/04/2024 20:00
30216400003680675;1.159,3;1.159,3;31/12/2020;07/01/2021;2020;4;AC;02/04/2024 20:00
30216400003686757;1.159,3;1.159,3;31/12/2020;07/01/2021;2020;4;AC;02/04/2024 20:00
30216400003692095;579,7;579,7;31/12/2020;06/01/2021;2020;4;AC;02/04/2024 20:00
30216400003692396;1.159,3;1.159,3;31/12/2020;07/01/2021;2020;4;AC;02/04/2024 20:00
30216400003694004;579,7;579,7;31/12/2020;07/01/2021;2020;4;AC;02/04/2024 20:00
30216400003694433;579,7;579,7;31/12/2020;07/01/2021;2020;4;AC;02/04/2024 20:00
30216400003694552;579,7;579,7;31/12/2020;07/01/2021;2020;4;AC;02/04/2024 20:00
30216400003694659;579,7;579,7;31/12/2020;07/01/2021;2020;4;AC;02/04/2024 20:00
30216400003698678;579,7;579,7;31/12/2020;07/01/2021;2020;4;AC;02/04/2024 20:00
30216400003699966;1.159,3;1.159,3;31/12/2020;07/01/2021;2020;4;AC;02/04/2024 20:00
30216400003706111;579,7;579,7;31/12/2020;07/01/2021;2020;4;AC;02/04/2024 20:00
30216400003706136;2.318,7;2.318,7;31/12/2020;07/01/2021;2020;4;AC;02/04/2024 20:00
30216400003706310;2.318,7;2.318,7;31/12/2020;07/01/2021;2020;4;AC;02/04/2024 20:00
30216400003706556;2.318,7;2.318,7;31/12/2020;07/01/2021;2020;4;AC;02/04/2024 20:00
30216400003706596;927,5;927,5;31/12/2020;07/01/2021;2020;4;AC;02/04/2024 20:00
30216400003707510;463,7;463,7;31/12/2020;07/01/2021;2020;4;AC;02/04/2024 20:00
30216400003714166;463,7;463,7;31/12/2020;07/01/2021;2020;4;AC;02/04/2024 20:00
30216400003714499;463,7;463,7;31/12/2020;07/01/2021;2020;4;AC;02/04/2024 20:00
30216400003714532;463,7;463,7;31/12/2020;07/01/2021;2020;4;AC;02/04/2024 20:00
30216400003715569;128,8;128,8;31/12/2020;06/01/2021;2020;4;AC;02/04/2024 20:00
30216400003716984;927,5;927,5;31/12/2020;07/01/2021;2020;4;AC;02/04/2024 20:00
30216400003725761;927,5;927,5;31/12/2020;07/01/2021;2020;4;AC;02/04/2024 20:00
30216400003726429;1.159,3;1.159,3;31/12/2020;07/01/2021;2020;4;AC;02/04/2024 20:00
30216400003726492;579,7;579,7;31/12/2020;07/01/2021;2020;4;AC;02/04/2024 20:00
30216400003726498;2.318,7;2.318,7;31/12/2020;07/01/2021;2020;4;AC;02/04/2024 20:00
30216400003726849;1.159,3;1.159,3;31/12/2020;05/01/2021;2020;4;AC;02/04/2024 20:00
30216400003727214;579,7;579,7;31/12/2020;05/01/2021;2020;4;AC;02/04/2024 20:00
30216400003727656;579,7;579,7;31/12/2020;05/01/2021;2020;4;AC;02/04/2024 20:00
30216400003741784;579,7;579,7;31/12/2020;07/01/2021;2020;4;AC;02/04/2024 20:00
30216400003753834;579,7;579,7;31/12/2020;07/01/2021;2020;4;AC;02/04/2024 20:00
30216400003753865;128,8;128,8;31/12/2020;07/01/2021;2020;4;AC;02/04/2024 20:00
30216400003759853;579,7;579,7;31/12/2020;07/01/2021;2020;4;AC;02/04/2024 20:00
30216400003763303;579,7;579,7;31/12/2020;07/01/2021;2020;4;AC;02/04/2024 20:00
30216400003765338;579,7;579,7;31/12/2020;07/01/2021;2020;4;AC;02/04/2024 20:00
30216400003767922;579,7;579,7;31/12/2020;07/01/2021;2020;4;AC;02/04/2024 20:00
30216400003773584;579,7;579,7;31/12/2020;05/01/2021;2020;4;AC;02/04/2024 20:00
30216400003773620;579,7;579,7;31/12/2020;07/01/2021;2020;4;AC;02/04/2024 20:00
30216400003774716;128,8;128,8;31/12/2020;07/01/2021;2020;4;AC;02/04/2024 20:00
30216400003782532;128,8;128,8;31/12/2020;07/01/2021;2020;4;AC;02/04/2024 20:00
30216400003790120;128,8;128,8;31/12/2020;07/01/2021;2020;4;AC;02/04/2024 20:00
30216400003790467;579,7;579,7;31/12/2020;04/01/2021;2020;4;AC;02/04/2024 20:00
30216400003800926;5.796,7;5.796,7;31/12/2020;06/01/2021;2020;4;AC;02/04/2024 20:00
30216400003803817;463,7;463,7;31/12/2020;22/12/2020;2020;4;AC;02/04/2024 20:00
30216400003803830;463,7;463,7;31/12/2020;22/12/2020;2020;4;AC;02/04/2024 20:00
30216400003823978;579,7;579,7;31/12/2020;07/12/2020;2020;4;AC;02/04/2024 20:00
30216400003844745;463,7;463,7;31/12/2020;07/10/2020;2020;4;AC;02/04/2024 20:00
30216400003847967;463,7;463,7;31/12/2020;05/01/2021;2020;4;AC;02/04/2024 20:00
30216400003855824;463,7;463,7;31/12/2020;07/01/2021;2020;4;AC;02/04/2024 20:00
30216400003883434;5.796,7;5.796,7;31/12/2020;07/01/2021;2020;4;AC;02/04/2024 20:00
30216400003892609;128,8;128,8;31/12/2020;05/01/2021;2020;4;AC;02/04/2024 20:00
30216400003902982;927,5;927,5;31/12/2020;07/01/2021;2020;4;AC;02/04/2024 20:00
30216400003909368;1.159,3;1.159,3;31/12/2020;07/01/2021;2020;4;AC;02/04/2024 20:00
30216400003910195;579,7;579,7;31/12/2020;07/01/2021;2020;4;AC;02/04/2024 20:00
30216400003918091;579,7;579,7;31/12/2020;04/01/2021;2020;4;AC;02/04/2024 20:00
30216400003918283;579,7;579,7;31/12/2020;04/01/2021;2020;4;AC;02/04/2024 20:00
30216400003940849;579,7;579,7;31/12/2020;07/01/2021;2020;4;AC;02/04/2024 20:00
30216400003940878;128,8;128,8;31/12/2020;04/01/2021;2020;4;AC;02/04/2024 20:00
30216400003941292;579,7;579,7;31/12/2020;07/01/2021;2020;4;AC;02/04/2024 20:00
30216400003947964;579,7;579,7;31/12/2020;07/01/2021;2020;4;AC;02/04/2024 20:00
30216400003947974;579,7;579,7;31/12/2020;07/01/2021;2020;4;AC;02/04/2024 20:00
30216400003963755;128,8;128,8;31/12/2020;04/01/2021;2020;4;AC;02/04/2024 20:00
30216400003973479;128,8;128,8;31/12/2020;28/02/2020;2020;4;AC;02/04/2024 20:00
30216400003977480;1.159,3;1.159,3;31/12/2020;07/01/2021;2020;4;AC;02/04/2024 20:00
30216400004030028;579,7;579,7;31/12/2020;07/12/2020;2020;4;AC;02/04/2024 20:00
30216400004032461;2.318,7;2.318,7;31/12/2020;07/04/2020;2020;4;AC;02/04/2024 20:00
30216400004035849;2.318,7;2.318,7;31/12/2020;14/04/2020;2020;4;AC;02/04/2024 20:00
30216400004037188;579,7;579,7;31/12/2020;07/01/2021;2020;4;AC;02/04/2024 20:00
30216400004037431;2.318,7;2.318,7;31/12/2020;07/04/2020;2020;4;AC;02/04/2024 20:00
30216400004037772;579,7;579,7;31/12/2020;07/01/2021;2020;4;AC;02/04/2024 20:00
30216400004040744;1.159,3;1.159,3;31/12/2020;28/12/2020;2020;4;AC;02/04/2024 20:00
30216400004041955;1.159,3;1.159,3;31/12/2020;04/01/2021;2020;4;AC;02/04/2024 20:00
30216400004042246;128,8;128,8;31/12/2020;04/01/2021;2020;4;AC;02/04/2024 20:00
30216400004086104;463,7;463,7;31/12/2020;05/01/2021;2020;4;AC;02/04/2024 20:00
30216400004090416;128,8;128,8;31/12/2020;07/01/2021;2020;4;AC;02/04/2024 20:00
30216400004090899;463,7;463,7;31/12/2020;07/01/2021;2020;4;AC;02/04/2024 20:00
30216400004090948;128,8;128,8;31/12/2020;07/01/2021;2020;4;AC;02/04/2024 20:00
30216400004125678;579,7;579,7;31/12/2020;04/01/2021;2020;4;AC;02/04/2024 20:00
30216400004125806;128,8;128,8;31/12/2020;07/01/2021;2020;4;AC;02/04/2024 20:00
30216400004132980;579,7;579,7;31/12/2020;07/01/2021;2020;4;AC;02/04/2024 20:00
30216400004136137;579,7;579,7;31/12/2020;07/01/2021;2020;4;AC;02/04/2024 20:00
30216400004136177;579,7;579,7;31/12/2020;06/01/2021;2020;4;AC;02/04/2024 20:00
30216400004136212;1.159,3;1.159,3;31/12/2020;06/01/2021;2020;4;AC;02/04/2024 20:00
30216400004142107;579,7;579,7;31/12/2020;07/01/2021;2020;4;AC;02/04/2024 20:00
30216400004147851;128,8;128,8;31/12/2020;07/01/2021;2020;4;AC;02/04/2024 20:00
30216400004148150;1.159,3;1.159,3;31/12/2020;07/01/2021;2020;4;AC;02/04/2024 20:00
30216400004148414;1.159,3;1.159,3;31/12/2020;07/01/2021;2020;4;AC;02/04/2024 20:00
30216400004148438;579,7;579,7;31/12/2020;06/01/2021;2020;4;AC;02/04/2024 20:00
30216400004148463;579,7;579,7;31/12/2020;07/01/2021;2020;4;AC;02/04/2024 20:00
30216400004152142;579,7;579,7;31/12/2020;07/01/2021;2020;4;AC;02/04/2024 20:00
30216400004160438;579,7;579,7;31/12/2020;07/01/2021;2020;4;AC;02/04/2024 20:00
30216400004161969;463,7;463,7;31/12/2020;07/01/2021;2020;4;AC;02/04/2024 20:00
30216400004171405;5.796,7;5.796,7;31/12/2020;07/01/2021;2020;4;AC;02/04/2024 20:00
30216400004171625;579,7;579,7;31/12/2020;06/01/2021;2020;4;AC;02/04/2024 20:00
30216400004193015;5.796,7;5.796,7;31/12/2020;07/01/2021;2020;4;AC;02/04/2024 20:00
30216400004193078;5.796,7;5.796,7;31/12/2020;07/01/2021;2020;4;AC;02/04/2024 20:00
30216400004197546;579,7;579,7;31/12/2020;07/01/2021;2020;4;AC;02/04/2024 20:00
30216400004227758;579,7;579,7;31/12/2020;04/01/2021;2020;4;AC;02/04/2024 20:00
30216400004244020;1.159,3;1.159,3;31/12/2020;07/01/2021;2020;4;AC;02/04/2024 20:00
30216400004244102;579,7;579,7;31/12/2020;07/01/2021;2020;4;AC;02/04/2024 20:00
30216400004247085;1.159,3;1.159,3;31/12/2020;07/01/2021;2020;4;AC;02/04/2024 20:00
30216400004268806;1.159,3;1.159,3;31/12/2020;07/01/2021;2020;4;AC;02/04/2024 20:00
30216400004268916;128,8;128,8;31/12/2020;07/01/2021;2020;4;AC;02/04/2024 20:00
30216400004268954;128,8;128,8;31/12/2020;07/01/2021;2020;4;AC;02/04/2024 20:00
30216400004272904;5.796,7;5.796,7;31/12/2020;08/07/2020;2020;4;AC;02/04/2024 20:00
30216400004342753;463,7;463,7;31/12/2020;04/01/2021;2020;4;AC;02/04/2024 20:00
30216400004344853;128,8;128,8;31/12/2020;19/06/2020;2020;4;AC;02/04/2024 20:00
30216400004353563;1.159,3;1.159,3;31/12/2020;07/01/2021;2020;4;AC;02/04/2024 20:00
30216400004366379;289,8;289,8;31/12/2020;07/01/2021;2020;4;AC;02/04/2024 20:00
30216400004407632;579,7;579,7;31/12/2020;04/01/2021;2020;4;AC;02/04/2024 20:00
30216400004442848;579,7;579,7;31/12/2020;07/01/2021;2020;4;AC;02/04/2024 20:00
30216400004513764;128,8;128,8;31/12/2020;06/07/2020;2020;4;AC;02/04/2024 20:00
30216400004537484;1.159,3;1.159,3;31/12/2020;07/01/2021;2020;4;AC;02/04/2024 20:00
30216400004545608;463,7;463,7;31/12/2020;30/12/2020;2020;4;AC;02/04/2024 20:00
30216400004562986;579,7;579,7;31/12/2020;07/01/2021;2020;4;AC;02/04/2024 20:00
30216400004567147;579,7;579,7;31/12/2020;07/01/2021;2020;4;AC;02/04/2024 20:00
30216400004588885;579,7;579,7;31/12/2020;16/10/2020;2020;4;AC;02/04/2024 20:00
30216400004590843;463,7;463,7;31/12/2020;07/01/2021;2020;4;AC;02/04/2024 20:00
30216400004628986;1.159,3;1.159,3;31/12/2020;07/01/2021;2020;4;AC;02/04/2024 20:00
30216400004630348;128,8;128,8;31/12/2020;09/11/2020;2020;4;AC;02/04/2024 20:00
30216400004640774;579,7;579,7;31/12/2020;07/01/2021;2020;4;AC;02/04/2024 20:00
30216400004658924;927,5;927,5;31/12/2020;07/01/2021;2020;4;AC;02/04/2024 20:00
30216400004663390;579,7;579,7;31/12/2020;07/01/2021;2020;4;AC;02/04/2024 20:00
30216400004698336;579,7;579,7;31/12/2020;07/01/2021;2020;4;AC;02/04/2024 20:00
30216400004721871;579,7;579,7;31/12/2020;07/01/2021;2020;4;AC;02/04/2024 20:00
30216400004722536;579,7;579,7;31/12/2020;07/01/2021;2020;4;AC;02/04/2024 20:00
30216400004724583;579,7;579,7;31/12/2020;18/12/2020;2020;4;AC;02/04/2024 20:00
30216400004747599;579,7;579,7;31/12/2020;07/01/2021;2020;4;AC;02/04/2024 20:00
30216400004747655;579,7;579,7;31/12/2020;07/01/2021;2020;4;AC;02/04/2024 20:00
30216400004757255;463,7;463,7;31/12/2020;21/09/2020;2020;4;AC;02/04/2024 20:00
30216400004762962;579,7;579,7;31/12/2020;07/01/2021;2020;4;AC;02/04/2024 20:00
30216400004770535;128,8;128,8;31/12/2020;07/10/2020;2020;4;AC;02/04/2024 20:00
30216400004775662;289,8;289,8;31/12/2020;04/01/2021;2020;4;AC;02/04/2024 20:00
30216400004815420;128,8;128,8;31/12/2020;07/01/2021;2020;4;AC;02/04/2024 20:00
30216400004815426;128,8;128,8;31/12/2020;07/01/2021;2020;4;AC;02/04/2024 20:00
30216400004815910;463,7;463,7;31/12/2020;07/01/2021;2020;4;AC;02/04/2024 20:00
30216400004819540;579,7;579,7;31/12/2020;29/12/2020;2020;4;AC;02/04/2024 20:00
30216400004862987;579,7;579,7;31/12/2020;07/01/2021;2020;4;AC;02/04/2024 20:00
30216400004863393;463,7;463,7;31/12/2020;26/10/2020;2020;4;AC;02/04/2024 20:00
30216400004863412;463,7;463,7;31/12/2020;26/10/2020;2020;4;AC;02/04/2024 20:00
30216400004927199;128,8;128,8;31/12/2020;23/11/2020;2020;4;AC;02/04/2024 20:00
30216400004975423;1.159,3;1.159,3;31/12/2020;07/01/2021;2020;4;AC;02/04/2024 20:00
30216400004982387;579,7;579,7;31/12/2020;22/12/2020;2020;4;AC;02/04/2024 20:00
30216400004986321;579,7;579,7;31/12/2020;07/01/2021;2020;4;AC;02/04/2024 20:00
30216400004986329;579,7;579,7;31/12/2020;07/01/2021;2020;4;AC;02/04/2024 20:00
30216400004986339;579,7;579,7;31/12/2020;06/01/2021;2020;4;AC;02/04/2024 20:00
30216400004986341;579,7;579,7;31/12/2020;29/12/2020;2020;4;AC;02/04/2024 20:00
30216400004989973;579,7;579,7;31/12/2020;29/12/2020;2020;4;AC;02/04/2024 20:00
30216400004991946;5.796,7;5.796,7;31/12/2020;07/01/2021;2020;4;AC;02/04/2024 20:00
30216400004992034;5.796,7;5.796,7;31/12/2020;07/01/2021;2020;4;AC;02/04/2024 20:00
30216400005002981;579,7;579,7;31/12/2020;18/12/2020;2020;4;AC;02/04/2024 20:00
30216400005002988;128,8;128,8;31/12/2020;18/12/2020;2020;4;AC;02/04/2024 20:00
30216400005014977;2.318,7;2.318,7;31/12/2020;07/01/2021;2020;4;AC;02/04/2024 20:00
30216400005015064;5.796,7;5.796,7;31/12/2020;07/01/2021;2020;4;AC;02/04/2024 20:00
30216400005025849;579,7;579,7;31/12/2020;22/12/2020;2020;4;AC;02/04/2024 20:00
30216400005025859;579,7;579,7;31/12/2020;22/12/2020;2020;4;AC;02/04/2024 20:00
30216400005025865;579,7;579,7;31/12/2020;22/12/2020;2020;4;AC;02/04/2024 20:00
30216400005026006;128,8;128,8;31/12/2020;07/01/2021;2020;4;AC;02/04/2024 20:00
30216400005030634;579,7;579,7;31/12/2020;07/01/2021;2020;4;AC;02/04/2024 20:00
30216400005030639;579,7;579,7;31/12/2020;07/01/2021;2020;4;AC;02/04/2024 20:00
30216400005036938;5.796,7;5.796,7;31/12/2020;06/01/2021;2020;4;AC;02/04/2024 20:00
30216400005037112;1.159,3;1.159,3;31/12/2020;06/01/2021;2020;4;AC;02/04/2024 20:00
30216400005037904;927,5;927,5;31/12/2020;07/01/2021;2020;4;AC;02/04/2024 20:00
30216400005047682;1.159,3;1.159,3;31/12/2020;05/01/2021;2020;4;AC;02/04/2024 20:00
30216400005059212;463,7;463,7;31/12/2020;05/01/2021;2020;4;AC;02/04/2024 20:00
30216400005079254;579,7;579,7;31/12/2020;07/01/2021;2020;4;AC;02/04/2024 20:00
30216400005085350;128,8;128,8;31/12/2020;07/01/2021;2020;4;AC;02/04/2024 20:00
30216400005108840;128,8;132,2;31/12/2020;12/01/2021;2020;4;AC;02/04/2024 20:00
30216400005115065;1.159,3;1.174,7;31/12/2020;11/01/2021;2020;4;AC;02/04/2024 20:00
30216400005120204;579,7;589,2;31/12/2020;12/01/2021;2020;4;AC;02/04/2024 20:00
30216400005222258;5.796,7;6.581,6;31/12/2020;12/02/2021;2020;4;AC;02/04/2024 20:00
30216400005230069;463,7;506,6;31/12/2020;02/02/2021;2020;4;AC;02/04/2024 20:00
30216400005284103;1.159,3;1.304,8;31/12/2020;12/02/2021;2020;4;AC;02/04/2024 20:00
30216400005326010;463,7;537,2;31/12/2020;22/02/2021;2020;4;AC;02/04/2024 20:00
30216400005359896;128,8;152,4;31/12/2020;01/03/2021;2020;4;AC;02/04/2024 20:00
30216400005478358;1.159,3;1.404,4;31/12/2020;31/03/2021;2020;4;AC;02/04/2024 20:00
30216400005495652;579,7;702,2;31/12/2020;24/03/2021;2020;4;AC;02/04/2024 20:00
30216400005519700;1.159,3;1.404,4;31/12/2020;30/03/2021;2020;4;AC;02/04/2024 20:00
30216400005519895;1.159,3;1.404,4;31/12/2020;29/03/2021;2020;4;AC;02/04/2024 20:00
30216400005520015;1.159,3;1.404,4;31/12/2020;29/03/2021;2020;4;AC;02/04/2024 20:00
30216400005556560;579,7;703,3;31/12/2020;19/04/2021;2020;4;AC;02/04/2024 20:00
30216400005731419;579,7;704,5;31/12/2020;27/05/2021;2020;4;AC;02/04/2024 20:00
30216400005745199;463,7;564,9;31/12/2020;30/06/2021;2020;4;AC;02/04/2024 20:00
30216400005762329;1.159,3;1.412,2;31/12/2020;30/06/2021;2020;4;AC;02/04/2024 20:00
30216400005762402;1.159,3;1.412,2;31/12/2020;30/06/2021;2020;4;AC;02/04/2024 20:00
30216400005762601;1.159,3;1.412,2;31/12/2020;25/06/2021;2020;4;AC;02/04/2024 20:00
30216400005762659;1.159,3;1.412,2;31/12/2020;28/06/2021;2020;4;AC;02/04/2024 20:00
30216400005847167;128,8;157,3;31/12/2020;20/07/2021;2020;4;AC;02/04/2024 20:00
30216400005876153;927,5;1.132,5;31/12/2020;22/07/2021;2020;4;AC;02/04/2024 20:00
30216400005878291;128,8;157,3;31/12/2020;15/07/2021;2020;4;AC;02/04/2024 20:00
30216400005899191;463,7;566,2;31/12/2020;02/08/2021;2020;4;AC;02/04/2024 20:00
30216400005899274;128,8;157,3;31/12/2020;21/07/2021;2020;4;AC;02/04/2024 20:00
30216400006009061;927,5;1.140;31/12/2020;01/09/2021;2020;4;AC;02/04/2024 20:00
30216400006032852;128,8;158,3;31/12/2020;20/09/2021;2020;4;AC;02/04/2024 20:00
30216400006046259;579,7;712,5;31/12/2020;15/09/2021;2020;4;AC;02/04/2024 20:00
30216400006061130;1.159,3;1.425;31/12/2020;22/09/2021;2020;4;AC;02/04/2024 20:00
30216400006151877;579,7;715;31/12/2020;29/10/2021;2020;4;AC;02/04/2024 20:00
30216400006177938;463,7;572;31/12/2020;22/11/2021;2020;4;AC;02/04/2024 20:00
30216400006252178;579,7;717,9;31/12/2020;01/12/2021;2020;4;AC;02/04/2024 20:00
30216400006604486;128,8;162,2;31/12/2020;25/02/2022;2020;4;AC;02/04/2024 20:00
30216400006950619;579,7;744,6;31/12/2020;31/05/2022;2020;4;AC;02/04/2024 20:00
30216400007015533;579,7;744,6;31/12/2020;31/05/2022;2020;4;AC;02/04/2024 20:00
30216400007045348;579,7;750,5;31/12/2020;30/06/2022;2020;4;AC;02/04/2024 20:00
30216400007082996;463,7;600,5;31/12/2020;24/06/2022;2020;4;AC;02/04/2024 20:00
30216400007135201;1.159,3;1.513;31/12/2020;07/07/2022;2020;4;AC;02/04/2024 20:00
30216400007227419;128,8;169,4;31/12/2020;30/08/2022;2020;4;AC;02/04/2024 20:00
30216400007505829;927,5;1.250,2;31/12/2020;29/11/2022;2020;4;AC;02/04/2024 20:00
30216400007650040;128,8;176,4;31/12/2020;30/01/2023;2020;4;AC;02/04/2024 20:00
30216400007729786;128,8;176,4;31/12/2020;31/01/2023;2020;4;AC;02/04/2024 20:00
30216400008174717;128,8;180,5;31/12/2020;06/04/2023;2020;4;AC;02/04/2024 20:00
30216400008182676;128,8;180,5;31/12/2020;02/05/2023;2020;4;AC;02/04/2024 20:00
30216400008487810;579,7;830,4;31/12/2020;20/07/2023;2020;4;AC;02/04/2024 20:00
30216400008490510;2.318,7;3.321,5;31/12/2020;19/07/2023;2020;4;AC;02/04/2024 20:00
30216400008598434;128,8;187,4;31/12/2020;01/09/2023;2020;4;AC;02/04/2024 20:00
30216400008647136;128,8;187,4;31/12/2020;20/09/2023;2020;4;AC;02/04/2024 20:00
30216400008703561;463,7;679,1;31/12/2020;30/10/2023;2020;4;AC;02/04/2024 20:00
30216400008735856;128,8;188,6;31/12/2020;20/10/2023;2020;4;AC;02/04/2024 20:00
30216400008867476;128,8;191,1;31/12/2020;15/12/2023;2020;4;AC;02/04/2024 20:00
30216400008913327;579,7;865,1;31/12/2020;10/01/2024;2020;4;AC;02/04/2024 20:00
30216400008933227;579,7;865,1;31/12/2020;10/01/2024;2020;4;AC;02/04/2024 20:00
30216400008946237;463,7;692,1;31/12/2020;16/01/2024;2020;4;AC;02/04/2024 20:00
30216400005056699;128,8;128,8;31/03/2021;07/04/2021;2021;1;AC;02/04/2024 20:00
30216400005056919;579,7;579,7;31/03/2021;07/04/2021;2021;1;AC;02/04/2024 20:00
30216400005057150;579,7;579,7;31/03/2021;07/04/2021;2021;1;AC;02/04/2024 20:00
30216400005057531;128,8;128,8;31/03/2021;07/04/2021;2021;1;AC;02/04/2024 20:00
30216400005059105;463,7;463,7;31/03/2021;06/04/2021;2021;1;AC;02/04/2024 20:00
30216400005059679;128,8;128,8;31/03/2021;07/04/2021;2021;1;AC;02/04/2024 20:00
30216400005059710;128,8;128,8;31/03/2021;07/04/2021;2021;1;AC;02/04/2024 20:00
30216400005059763;128,8;128,8;31/03/2021;07/04/2021;2021;1;AC;02/04/2024 20:00
30216400005062754;579,7;579,7;31/03/2021;07/04/2021;2021;1;AC;02/04/2024 20:00
30216400005062980;927,5;927,5;31/03/2021;07/04/2021;2021;1;AC;02/04/2024 20:00
30216400005069482;579,7;579,7;31/03/2021;07/04/2021;2021;1;AC;02/04/2024 20:00
30216400005071855;927,5;927,5;31/03/2021;07/04/2021;2021;1;AC;02/04/2024 20:00
30216400005071957;2.318,7;2.318,7;31/03/2021;07/04/2021;2021;1;AC;02/04/2024 20:00
30216400005077764;2.318,7;2.318,7;31/03/2021;01/04/2021;2021;1;AC;02/04/2024 20:00
30216400005078191;2.318,7;2.318,7;31/03/2021;01/04/2021;2021;1;AC;02/04/2024 20:00
30216400005078483;2.318,7;2.318,7;31/03/2021;01/04/2021;2021;1;AC;02/04/2024 20:00
30216400005078868;927,5;927,5;31/03/2021;01/04/2021;2021;1;AC;02/04/2024 20:00
30216400005085126;1.159,3;1.159,3;31/03/2021;07/04/2021;2021;1;AC;02/04/2024 20:00
30216400005086182;579,7;579,7;31/03/2021;07/04/2021;2021;1;AC;02/04/2024 20:00
30216400005086474;579,7;579,7;31/03/2021;07/04/2021;2021;1;AC;02/04/2024 20:00
30216400005086672;579,7;579,7;31/03/2021;08/04/2021;2021;1;AC;02/04/2024 20:00
30216400005086705;579,7;579,7;31/03/2021;09/04/2021;2021;1;AC;02/04/2024 20:00
30216400005087387;579,7;579,7;31/03/2021;08/04/2021;2021;1;AC;02/04/2024 20:00
30216400005091162;579,7;579,7;31/03/2021;09/04/2021;2021;1;AC;02/04/2024 20:00
30216400005096292;463,7;463,7;31/03/2021;06/04/2021;2021;1;AC;02/04/2024 20:00
30216400005108800;128,8;128,8;31/03/2021;08/04/2021;2021;1;AC;02/04/2024 20:00
30216400005111356;128,8;128,8;31/03/2021;08/04/2021;2021;1;AC;02/04/2024 20:00
30216400005114828;1.159,3;1.159,3;31/03/2021;08/04/2021;2021;1;AC;02/04/2024 20:00
30216400005115059;1.159,3;1.159,3;31/03/2021;05/04/2021;2021;1;AC;02/04/2024 20:00
30216400005115107;128,8;128,8;31/03/2021;08/04/2021;2021;1;AC;02/04/2024 20:00
30216400005120164;579,7;579,7;31/03/2021;07/04/2021;2021;1;AC;02/04/2024 20:00
30216400005126540;579,7;579,7;31/03/2021;07/04/2021;2021;1;AC;02/04/2024 20:00
30216400005134624;1.159,3;1.159,3;31/03/2021;08/04/2021;2021;1;AC;02/04/2024 20:00
30216400005138796;463,7;463,7;31/03/2021;29/03/2021;2021;1;AC;02/04/2024 20:00
30216400005138823;128,8;128,8;31/03/2021;24/03/2021;2021;1;AC;02/04/2024 20:00
30216400005149785;463,7;463,7;31/03/2021;08/04/2021;2021;1;AC;02/04/2024 20:00
30216400005155495;128,8;128,8;31/03/2021;08/04/2021;2021;1;AC;02/04/2024 20:00
30216400005163789;1.159,3;1.159,3;31/03/2021;07/04/2021;2021;1;AC;02/04/2024 20:00
30216400005176198;579,7;579,7;31/03/2021;08/04/2021;2021;1;AC;02/04/2024 20:00
30216400005177431;1.159,3;1.159,3;31/03/2021;08/04/2021;2021;1;AC;02/04/2024 20:00
30216400005177504;289,8;289,8;31/03/2021;05/04/2021;2021;1;AC;02/04/2024 20:00
30216400005181178;579,7;579,7;31/03/2021;08/04/2021;2021;1;AC;02/04/2024 20:00
30216400005194676;579,7;579,7;31/03/2021;08/04/2021;2021;1;AC;02/04/2024 20:00
30216400005198434;579,7;579,7;31/03/2021;09/03/2021;2021;1;AC;02/04/2024 20:00
30216400005198464;128,8;128,8;31/03/2021;09/03/2021;2021;1;AC;02/04/2024 20:00
30216400005199197;1.159,3;1.159,3;31/03/2021;06/04/2021;2021;1;AC;02/04/2024 20:00
30216400005203294;463,7;463,7;31/03/2021;29/03/2021;2021;1;AC;02/04/2024 20:00
30216400005206589;128,8;128,8;31/03/2021;08/04/2021;2021;1;AC;02/04/2024 20:00
30216400005230151;579,7;579,7;31/03/2021;08/04/2021;2021;1;AC;02/04/2024 20:00
30216400005230363;579,7;579,7;31/03/2021;08/04/2021;2021;1;AC;02/04/2024 20:00
30216400005244461;128,8;128,8;31/03/2021;08/04/2021;2021;1;AC;02/04/2024 20:00
30216400005256527;579,7;579,7;31/03/2021;08/04/2021;2021;1;AC;02/04/2024 20:00
30216400005264492;1.159,3;1.159,3;31/03/2021;08/04/2021;2021;1;AC;02/04/2024 20:00
30216400005265090;463,7;463,7;31/03/2021;08/04/2021;2021;1;AC;02/04/2024 20:00
30216400005268539;579,7;579,7;31/03/2021;25/03/2021;2021;1;AC;02/04/2024 20:00
30216400005271553;579,7;579,7;31/03/2021;08/04/2021;2021;1;AC;02/04/2024 20:00
30216400005271570;128,8;128,8;31/03/2021;08/04/2021;2021;1;AC;02/04/2024 20:00
