Número de GRU;Valor Cobrado (R$);Valor Pago (R$);Data Vencimento;Data Pagamento;Ano Débito;Trimestre;UF;Última Atualização Relatório
00000000015418193;450;450;30/06/2009;30/06/2009;2009;2;AC;02/04/2024 20:00
00000000015432900;180;180;30/06/2009;17/06/2009;2009;2;AC;02/04/2024 20:00
00000000015437395;360;360;30/06/2009;30/06/2009;2009;2;AC;02/04/2024 20:00
00000000015437577;360;360;30/06/2009;30/06/2009;2009;2;AC;02/04/2024 20:00
00000000015451246;360;360;30/06/2009;29/06/2009;2009;2;AC;02/04/2024 20:00
00000000015455010;50;50;30/06/2009;30/06/2009;2009;2;AC;02/04/2024 20:00
00000000015468056;450;360;30/06/2009;30/06/2009;2009;2;AC;02/04/2024 20:00
00000000015468117;450;450;30/06/2009;30/06/2009;2009;2;AC;02/04/2024 20:00
00000000015468147;450;450;30/06/2009;30/06/2009;2009;2;AC;02/04/2024 20:00
00000000015474484;2.250;2.250;30/06/2009;23/06/2009;2009;2;AC;02/04/2024 20:00
00000000015477383;180;180;30/06/2009;30/06/2009;2009;2;AC;02/04/2024 20:00
00000000015481873;180;180;30/06/2009;29/06/2009;2009;2;AC;02/04/2024 20:00
00000000015499203;225;225;30/06/2009;30/06/2009;2009;2;AC;02/04/2024 20:00
00000000015500460;450;450;30/06/2009;30/06/2009;2009;2;AC;02/04/2024 20:00
00000000015511654;225;225;30/06/2009;30/06/2009;2009;2;AC;02/04/2024 20:00
00000000015520675;225;225;30/06/2009;19/06/2009;2009;2;AC;02/04/2024 20:00
00000000015520677;225;225;30/06/2009;19/06/2009;2009;2;AC;02/04/2024 20:00
00000000015520680;225;225;30/06/2009;19/06/2009;2009;2;AC;02/04/2024 20:00
00000000015522106;450;360;30/06/2009;22/06/2009;2009;2;AC;02/04/2024 20:00
00000000015523868;180;180;30/06/2009;30/06/2009;2009;2;AC;02/04/2024 20:00
00000000015526008;360;360;30/06/2009;29/06/2009;2009;2;AC;02/04/2024 20:00
00000000015528124;180;180;30/06/2009;24/06/2009;2009;2;AC;02/04/2024 20:00
00000000015530064;360;360;30/06/2009;30/06/2009;2009;2;AC;02/04/2024 20:00
00000000015530140;360;360;30/06/2009;30/06/2009;2009;2;AC;02/04/2024 20:00
00000000015537453;180;180;30/06/2009;29/06/2009;2009;2;AC;02/04/2024 20:00
00000000015547085;180;180;30/06/2009;29/06/2009;2009;2;AC;02/04/2024 20:00
00000000015548453;225;225;30/06/2009;30/06/2009;2009;2;AC;02/04/2024 20:00
00000000015548477;225;225;30/06/2009;30/06/2009;2009;2;AC;02/04/2024 20:00
00000000015548585;225;225;30/06/2009;30/06/2009;2009;2;AC;02/04/2024 20:00
00000000015559250;180;180;30/06/2009;26/06/2009;2009;2;AC;02/04/2024 20:00
00000000015559654;180;180;30/06/2009;30/06/2009;2009;2;AC;02/04/2024 20:00
00000000015565240;225;249,8;30/06/2009;15/07/2009;2009;2;AC;02/04/2024 20:00
00000000015577361;180;180;30/06/2009;30/06/2009;2009;2;AC;02/04/2024 20:00
00000000015577491;180;180;30/06/2009;30/06/2009;2009;2;AC;02/04/2024 20:00
00000000015581947;180;180;30/06/2009;01/07/2009;2009;2;AC;02/04/2024 20:00
00000000015588021;180;180;30/06/2009;02/07/2009;2009;2;AC;02/04/2024 20:00
00000000015602794;180;180;30/06/2009;06/07/2009;2009;2;AC;02/04/2024 20:00
00000000015608171;180;180;30/06/2009;07/07/2009;2009;2;AC;02/04/2024 20:00
00000000015613720;50;55,5;30/06/2009;08/07/2009;2009;2;AC;02/04/2024 20:00
00000000015615014;180;199,8;30/06/2009;08/07/2009;2009;2;AC;02/04/2024 20:00
00000000015640991;180;199,8;30/06/2009;13/07/2009;2009;2;AC;02/04/2024 20:00
00000000015642375;180;199,8;30/06/2009;13/07/2009;2009;2;AC;02/04/2024 20:00
00000000015717550;180;199,8;30/06/2009;30/07/2009;2009;2;AC;02/04/2024 20:00
00000000015733710;225;50;30/06/2009;21/07/2009;2009;2;AC;02/04/2024 20:00
00000000015736677;180;199,8;30/06/2009;21/07/2009;2009;2;AC;02/04/2024 20:00
00000000015742720;225;249,8;30/06/2009;23/07/2009;2009;2;AC;02/04/2024 20:00
00000000015746038;360;399,6;30/06/2009;23/07/2009;2009;2;AC;02/04/2024 20:00
00000000015755965;360;399,6;30/06/2009;27/07/2009;2009;2;AC;02/04/2024 20:00
00000000015765300;180;219,6;30/06/2009;24/08/2009;2009;2;AC;02/04/2024 20:00
00000000015766449;225;274,5;30/06/2009;05/08/2009;2009;2;AC;02/04/2024 20:00
00000000015766502;225;274,5;30/06/2009;05/08/2009;2009;2;AC;02/04/2024 20:00
00000000015773418;180;199,8;30/06/2009;31/07/2009;2009;2;AC;02/04/2024 20:00
00000000015785512;180;219,6;30/06/2009;03/08/2009;2009;2;AC;02/04/2024 20:00
00000000015840659;225;274,5;30/06/2009;14/08/2009;2009;2;AC;02/04/2024 20:00
00000000015842326;180;219,6;30/06/2009;14/08/2009;2009;2;AC;02/04/2024 20:00
00000000015844552;450;549;30/06/2009;14/08/2009;2009;2;AC;02/04/2024 20:00
00000000015900678;360;439,2;30/06/2009;26/08/2009;2009;2;AC;02/04/2024 20:00
00000000015905432;180;219,6;30/06/2009;14/08/2009;2009;2;AC;02/04/2024 20:00
00000000015965068;225;276,8;30/06/2009;11/09/2009;2009;2;AC;02/04/2024 20:00
00000000015968699;180;221,4;30/06/2009;04/09/2009;2009;2;AC;02/04/2024 20:00
00000000016007054;180;221,4;30/06/2009;18/09/2009;2009;2;AC;02/04/2024 20:00
00000000016009530;225;276,8;30/06/2009;22/09/2009;2009;2;AC;02/04/2024 20:00
00000000016021428;360;442,8;30/06/2009;17/09/2009;2009;2;AC;02/04/2024 20:00
00000000016023784;360;442,8;30/06/2009;17/09/2009;2009;2;AC;02/04/2024 20:00
00000000016044828;180;221,4;30/06/2009;30/09/2009;2009;2;AC;02/04/2024 20:00
00000000016062798;450;558;30/06/2009;25/09/2009;2009;2;AC;02/04/2024 20:00
00000000016159299;50;62;30/06/2009;30/10/2009;2009;2;AC;02/04/2024 20:00
00000000016210835;225;281,2;30/06/2009;03/11/2009;2009;2;AC;02/04/2024 20:00
00000000016211107;225;279;30/06/2009;30/10/2009;2009;2;AC;02/04/2024 20:00
00000000016214418;225;281,2;30/06/2009;30/11/2009;2009;2;AC;02/04/2024 20:00
00000000016220392;50;62,5;30/06/2009;11/11/2009;2009;2;AC;02/04/2024 20:00
00000000016222661;360;446,4;30/06/2009;29/10/2009;2009;2;AC;02/04/2024 20:00
00000000016231180;225;281,2;30/06/2009;05/11/2009;2009;2;AC;02/04/2024 20:00
00000000016253620;50;62,5;30/06/2009;11/11/2009;2009;2;AC;02/04/2024 20:00
00000000016257376;225;281,2;30/06/2009;30/11/2009;2009;2;AC;02/04/2024 20:00
00000000016265417;900;1.125;30/06/2009;30/11/2009;2009;2;AC;02/04/2024 20:00
00000000016312441;50;63;30/06/2009;01/12/2009;2009;2;AC;02/04/2024 20:00
00000000016356592;450;567;30/06/2009;16/12/2009;2009;2;AC;02/04/2024 20:00
00000000016356766;360;453,6;30/06/2009;04/01/2010;2009;2;AC;02/04/2024 20:00
00000000016361059;180;226,8;30/06/2009;16/12/2009;2009;2;AC;02/04/2024 20:00
00000000016416164;180;228,6;30/06/2009;25/01/2010;2009;2;AC;02/04/2024 20:00
00000000016510541;225;285,8;30/06/2009;01/02/2010;2009;2;AC;02/04/2024 20:00
00000000016510557;225;285,8;30/06/2009;01/02/2010;2009;2;AC;02/04/2024 20:00
00000000016522068;450;63,5;30/06/2009;28/01/2010;2009;2;AC;02/04/2024 20:00
00000000016526899;225;288;30/06/2009;29/01/2010;2009;2;AC;02/04/2024 20:00
00000000016533855;180;230,4;30/06/2009;02/02/2010;2009;2;AC;02/04/2024 20:00
00000000016579596;50;64;30/06/2009;10/02/2010;2009;2;AC;02/04/2024 20:00
00000000016579839;225;288;30/06/2009;11/02/2010;2009;2;AC;02/04/2024 20:00
00000000016586664;225;288;30/06/2009;22/02/2010;2009;2;AC;02/04/2024 20:00
00000000016599511;50;64;30/06/2009;11/02/2010;2009;2;AC;02/04/2024 20:00
00000000016675947;225;290,2;30/06/2009;04/03/2010;2009;2;AC;02/04/2024 20:00
00000000017243757;450;580,5;30/06/2009;29/03/2010;2009;2;AC;02/04/2024 20:00
00000000017454723;225;294,8;30/06/2009;05/05/2010;2009;2;AC;02/04/2024 20:00
00000000017713040;180;231,6;30/06/2009;15/07/2010;2009;2;AC;02/04/2024 20:00
00000000017771250;180;233,2;30/06/2009;18/08/2010;2009;2;AC;02/04/2024 20:00
00000000017850884;50;67,5;30/06/2009;21/09/2010;2009;2;AC;02/04/2024 20:00
00000000017918353;50;65,8;30/06/2009;26/10/2010;2009;2;AC;02/04/2024 20:00
00000000017993133;360;478,4;30/06/2009;09/12/2010;2009;2;AC;02/04/2024 20:00
00000000017995688;225;299;30/06/2009;09/12/2010;2009;2;AC;02/04/2024 20:00
00000000017995753;450;598;30/06/2009;09/12/2010;2009;2;AC;02/04/2024 20:00
00000000018322899;225;307;30/06/2009;29/04/2011;2009;2;AC;02/04/2024 20:00
00000000018664423;225;315,5;30/06/2009;24/08/2011;2009;2;AC;02/04/2024 20:00
00000000018831185;225;322,1;30/06/2009;09/11/2011;2009;2;AC;02/04/2024 20:00
00000000019216614;50;72,9;30/06/2009;23/02/2012;2009;2;AC;02/04/2024 20:00
00000000019605976;450;201;30/06/2009;25/05/2012;2009;2;AC;02/04/2024 20:00
00000000019658715;450;669,5;30/06/2009;18/06/2012;2009;2;AC;02/04/2024 20:00
00000000019727955;450;201,8;30/06/2009;02/07/2012;2009;2;AC;02/04/2024 20:00
00000000019820242;450;202,5;30/06/2009;27/07/2012;2009;2;AC;02/04/2024 20:00
00000000019931345;450;203,3;30/06/2009;30/08/2012;2009;2;AC;02/04/2024 20:00
00000000019970805;225;339,3;30/06/2009;17/09/2012;2009;2;AC;02/04/2024 20:00
00000000019996812;50;75,4;30/06/2009;21/09/2012;2009;2;AC;02/04/2024 20:00
00000000020075442;225;340,5;30/06/2009;11/10/2012;2009;2;AC;02/04/2024 20:00
00000000020242170;225;341,9;30/06/2009;30/11/2012;2009;2;AC;02/04/2024 20:00
00000000020809453;180;278,4;30/06/2009;30/04/2013;2009;2;AC;02/04/2024 20:00
00000000021159400;180;253,5;30/06/2009;29/07/2013;2009;2;AC;02/04/2024 20:00
00000000021188715;50;78,6;30/06/2009;08/08/2013;2009;2;AC;02/04/2024 20:00
00000000021189053;50;78,6;30/06/2009;07/08/2013;2009;2;AC;02/04/2024 20:00
00000000021577624;180;287;30/06/2009;28/11/2013;2009;2;AC;02/04/2024 20:00
00000000021640160;50;80,1;30/06/2009;23/12/2013;2009;2;AC;02/04/2024 20:00
00000000021719801;225;362,1;30/06/2009;29/01/2014;2009;2;AC;02/04/2024 20:00
00000000021815183;180;291,2;30/06/2009;17/02/2014;2009;2;AC;02/04/2024 20:00
00000000021846447;50;80,9;30/06/2009;24/02/2014;2009;2;AC;02/04/2024 20:00
00000000022393972;225;373,3;30/06/2009;31/07/2014;2009;2;AC;02/04/2024 20:00
00000000022503219;50;83,4;30/06/2009;22/08/2014;2009;2;AC;02/04/2024 20:00
00000000022709990;50;83,8;30/06/2009;30/09/2014;2009;2;AC;02/04/2024 20:00
00000000022749027;225;379,3;30/06/2009;28/10/2014;2009;2;AC;02/04/2024 20:00
00000000022873000;360;610,1;30/06/2009;21/11/2014;2009;2;AC;02/04/2024 20:00
00000000022997757;50;85,2;30/06/2009;23/12/2014;2009;2;AC;02/04/2024 20:00
00000000023595442;50;87,5;30/06/2009;27/05/2015;2009;2;AC;02/04/2024 20:00
00000000023614939;450;700,2;30/06/2009;18/05/2015;2009;2;AC;02/04/2024 20:00
00000000025162299;450;169,4;30/06/2009;18/05/2016;2009;2;AC;02/04/2024 20:00
00000000014328955;180;180;30/09/2009;30/09/2009;2009;3;AC;02/04/2024 20:00
00000000014489804;225;225;30/09/2009;28/09/2009;2009;3;AC;02/04/2024 20:00
00000000014492172;360;360;30/09/2009;29/09/2009;2009;3;AC;02/04/2024 20:00
00000000014579013;450;450;30/09/2009;25/09/2009;2009;3;AC;02/04/2024 20:00
00000000014707630;225;225;30/09/2009;29/09/2009;2009;3;AC;02/04/2024 20:00
00000000014721062;180;180;30/09/2009;30/09/2009;2009;3;AC;02/04/2024 20:00
00000000014721358;180;180;30/09/2009;30/09/2009;2009;3;AC;02/04/2024 20:00
00000000014765082;180;180;30/09/2009;30/09/2009;2009;3;AC;02/04/2024 20:00
00000000014768197;225;225;30/09/2009;04/02/2009;2009;3;AC;02/04/2024 20:00
00000000014828778;450;450;30/09/2009;29/09/2009;2009;3;AC;02/04/2024 20:00
00000000014837866;360;360;30/09/2009;30/09/2009;2009;3;AC;02/04/2024 20:00
00000000014837887;360;360;30/09/2009;30/09/2009;2009;3;AC;02/04/2024 20:00
00000000014837906;360;360;30/09/2009;30/09/2009;2009;3;AC;02/04/2024 20:00
00000000014837924;360;360;30/09/2009;30/09/2009;2009;3;AC;02/04/2024 20:00
00000000014837933;360;360;30/09/2009;30/09/2009;2009;3;AC;02/04/2024 20:00
00000000014851732;900;900;30/09/2009;24/09/2009;2009;3;AC;02/04/2024 20:00
00000000014853995;180;180;30/09/2009;28/09/2009;2009;3;AC;02/04/2024 20:00
00000000014863491;180;180;30/09/2009;30/09/2009;2009;3;AC;02/04/2024 20:00
00000000014945489;2.250;2.250;30/09/2009;30/09/2009;2009;3;AC;02/04/2024 20:00
00000000014950905;50;50;30/09/2009;06/03/2009;2009;3;AC;02/04/2024 20:00
00000000014951376;180;180;30/09/2009;17/09/2009;2009;3;AC;02/04/2024 20:00
00000000014963596;225;225;30/09/2009;09/03/2009;2009;3;AC;02/04/2024 20:00
00000000014992517;360;360;30/09/2009;28/09/2009;2009;3;AC;02/04/2024 20:00
00000000015003777;225;225;30/09/2009;30/09/2009;2009;3;AC;02/04/2024 20:00
00000000015019680;360;360;30/09/2009;29/09/2009;2009;3;AC;02/04/2024 20:00
00000000015040267;180;180;30/09/2009;30/09/2009;2009;3;AC;02/04/2024 20:00
00000000015050644;225;225;30/09/2009;30/09/2009;2009;3;AC;02/04/2024 20:00
00000000015053070;2.250;2.250;30/09/2009;05/10/2009;2009;3;AC;02/04/2024 20:00
00000000015110682;180;180;30/09/2009;28/09/2009;2009;3;AC;02/04/2024 20:00
00000000015113514;180;180;30/09/2009;30/09/2009;2009;3;AC;02/04/2024 20:00
00000000015132104;225;225;30/09/2009;30/09/2009;2009;3;AC;02/04/2024 20:00
00000000015141692;180;180;30/09/2009;30/09/2009;2009;3;AC;02/04/2024 20:00
00000000015156345;225;225;30/09/2009;30/09/2009;2009;3;AC;02/04/2024 20:00
00000000015156602;225;225;30/09/2009;30/09/2009;2009;3;AC;02/04/2024 20:00
00000000015189840;225;225;30/09/2009;03/04/2009;2009;3;AC;02/04/2024 20:00
00000000015189878;225;225;30/09/2009;03/04/2009;2009;3;AC;02/04/2024 20:00
00000000015214784;225;225;30/09/2009;10/09/2009;2009;3;AC;02/04/2024 20:00
00000000015237267;225;225;30/09/2009;30/09/2009;2009;3;AC;02/04/2024 20:00
00000000015237306;180;180;30/09/2009;30/09/2009;2009;3;AC;02/04/2024 20:00
00000000015250244;180;180;30/09/2009;30/09/2009;2009;3;AC;02/04/2024 20:00
00000000015363536;180;180;30/09/2009;28/09/2009;2009;3;AC;02/04/2024 20:00
00000000015370661;180;180;30/09/2009;15/05/2009;2009;3;AC;02/04/2024 20:00
00000000015417638;225;225;30/09/2009;30/09/2009;2009;3;AC;02/04/2024 20:00
00000000015418071;450;450;30/09/2009;30/09/2009;2009;3;AC;02/04/2024 20:00
00000000015418124;450;450;30/09/2009;30/09/2009;2009;3;AC;02/04/2024 20:00
00000000015418195;450;450;30/09/2009;30/09/2009;2009;3;AC;02/04/2024 20:00
00000000015526010;360;360;30/09/2009;02/07/2009;2009;3;AC;02/04/2024 20:00
00000000015613725;50;50;30/09/2009;08/07/2009;2009;3;AC;02/04/2024 20:00
00000000015742879;225;225;30/09/2009;23/07/2009;2009;3;AC;02/04/2024 20:00
00000000015746026;360;360;30/09/2009;30/09/2009;2009;3;AC;02/04/2024 20:00
00000000015849075;180;180;30/09/2009;30/09/2009;2009;3;AC;02/04/2024 20:00
00000000015849081;225;225;30/09/2009;30/09/2009;2009;3;AC;02/04/2024 20:00
00000000015900683;360;360;30/09/2009;26/08/2009;2009;3;AC;02/04/2024 20:00
00000000015938173;225;225;30/09/2009;10/09/2009;2009;3;AC;02/04/2024 20:00
00000000015938213;225;225;30/09/2009;15/09/2009;2009;3;AC;02/04/2024 20:00
00000000015938232;225;225;30/09/2009;15/09/2009;2009;3;AC;02/04/2024 20:00
00000000015938273;225;225;30/09/2009;29/09/2009;2009;3;AC;02/04/2024 20:00
00000000015938427;180;180;30/09/2009;23/09/2009;2009;3;AC;02/04/2024 20:00
00000000015953194;450;360;30/09/2009;15/09/2009;2009;3;AC;02/04/2024 20:00
00000000015961053;450;450;30/09/2009;04/09/2009;2009;3;AC;02/04/2024 20:00
00000000015970929;225;225;30/09/2009;30/09/2009;2009;3;AC;02/04/2024 20:00
00000000015976140;180;180;30/09/2009;24/09/2009;2009;3;AC;02/04/2024 20:00
00000000015982155;180;180;30/09/2009;30/09/2009;2009;3;AC;02/04/2024 20:00
00000000015982218;180;180;30/09/2009;30/09/2009;2009;3;AC;02/04/2024 20:00
00000000015985466;180;180;30/09/2009;10/09/2009;2009;3;AC;02/04/2024 20:00
00000000015996313;180;180;30/09/2009;30/09/2009;2009;3;AC;02/04/2024 20:00
00000000016002090;180;180;30/09/2009;17/09/2009;2009;3;AC;02/04/2024 20:00
00000000016002428;180;180;30/09/2009;23/09/2009;2009;3;AC;02/04/2024 20:00
00000000016002455;360;360;30/09/2009;14/09/2009;2009;3;AC;02/04/2024 20:00
00000000016009456;2.250;2.250;30/09/2009;24/09/2009;2009;3;AC;02/04/2024 20:00
00000000016009537;225;225;30/09/2009;30/09/2009;2009;3;AC;02/04/2024 20:00
00000000016016767;180;180;30/09/2009;16/09/2009;2009;3;AC;02/04/2024 20:00
00000000016023596;360;360;30/09/2009;17/09/2009;2009;3;AC;02/04/2024 20:00
00000000016024210;180;180;30/09/2009;29/09/2009;2009;3;AC;02/04/2024 20:00
00000000016027279;225;225;30/09/2009;17/09/2009;2009;3;AC;02/04/2024 20:00
00000000016044281;360;360;30/09/2009;30/09/2009;2009;3;AC;02/04/2024 20:00
00000000016053108;180;180;30/09/2009;30/09/2009;2009;3;AC;02/04/2024 20:00
00000000016055232;360;360;30/09/2009;30/09/2009;2009;3;AC;02/04/2024 20:00
00000000016055310;360;360;30/09/2009;30/09/2009;2009;3;AC;02/04/2024 20:00
00000000016059701;450;450;30/09/2009;30/09/2009;2009;3;AC;02/04/2024 20:00
00000000016059703;50;50;30/09/2009;23/09/2009;2009;3;AC;02/04/2024 20:00
00000000016059835;450;450;30/09/2009;30/09/2009;2009;3;AC;02/04/2024 20:00
00000000016059866;450;450;30/09/2009;30/09/2009;2009;3;AC;02/04/2024 20:00
00000000016062816;450;450;30/09/2009;28/09/2009;2009;3;AC;02/04/2024 20:00
00000000016079204;180;180;30/09/2009;28/09/2009;2009;3;AC;02/04/2024 20:00
00000000016084782;180;180;30/09/2009;29/09/2009;2009;3;AC;02/04/2024 20:00
00000000016086912;225;225;30/09/2009;30/09/2009;2009;3;AC;02/04/2024 20:00
00000000016089803;225;225;30/09/2009;30/09/2009;2009;3;AC;02/04/2024 20:00
00000000016093703;180;180;30/09/2009;30/09/2009;2009;3;AC;02/04/2024 20:00
00000000016097837;360;360;30/09/2009;05/10/2009;2009;3;AC;02/04/2024 20:00
00000000016098054;360;360;30/09/2009;05/10/2009;2009;3;AC;02/04/2024 20:00
00000000016108508;360;360;30/09/2009;02/10/2009;2009;3;AC;02/04/2024 20:00
00000000016109290;180;180;30/09/2009;02/10/2009;2009;3;AC;02/04/2024 20:00
00000000016120216;180;180;30/09/2009;05/10/2009;2009;3;AC;02/04/2024 20:00
00000000016124885;50;50;30/09/2009;07/10/2009;2009;3;AC;02/04/2024 20:00
00000000016130225;225;225;30/09/2009;07/10/2009;2009;3;AC;02/04/2024 20:00
00000000016141524;900;999;30/09/2009;08/10/2009;2009;3;AC;02/04/2024 20:00
00000000016157414;180;199,8;30/09/2009;13/10/2009;2009;3;AC;02/04/2024 20:00
00000000016159307;50;55,5;30/09/2009;30/10/2009;2009;3;AC;02/04/2024 20:00
00000000016159460;450;499,5;30/09/2009;21/10/2009;2009;3;AC;02/04/2024 20:00
00000000016161349;180;199,8;30/09/2009;14/10/2009;2009;3;AC;02/04/2024 20:00
00000000016169687;50;55,5;30/09/2009;22/10/2009;2009;3;AC;02/04/2024 20:00
00000000016178001;180;199,8;30/09/2009;20/10/2009;2009;3;AC;02/04/2024 20:00
00000000016205461;180;199,8;30/09/2009;27/10/2009;2009;3;AC;02/04/2024 20:00
00000000016210844;225;274,5;30/09/2009;03/11/2009;2009;3;AC;02/04/2024 20:00
00000000016211110;225;249,8;30/09/2009;30/10/2009;2009;3;AC;02/04/2024 20:00
00000000016216065;450;549;30/09/2009;29/10/2009;2009;3;AC;02/04/2024 20:00
00000000016216215;450;549;30/09/2009;29/10/2009;2009;3;AC;02/04/2024 20:00
00000000016220407;50;61;30/09/2009;11/11/2009;2009;3;AC;02/04/2024 20:00
00000000016222555;180;199,8;30/09/2009;29/10/2009;2009;3;AC;02/04/2024 20:00
00000000016222664;360;399,6;30/09/2009;29/10/2009;2009;3;AC;02/04/2024 20:00
00000000016231187;225;274,5;30/09/2009;05/11/2009;2009;3;AC;02/04/2024 20:00
00000000016253632;50;61;30/09/2009;11/11/2009;2009;3;AC;02/04/2024 20:00
00000000016257381;225;274,5;30/09/2009;30/11/2009;2009;3;AC;02/04/2024 20:00
00000000016265416;900;1.098;30/09/2009;30/11/2009;2009;3;AC;02/04/2024 20:00
00000000016286476;50;61;30/09/2009;24/11/2009;2009;3;AC;02/04/2024 20:00
00000000016312447;50;61,5;30/09/2009;01/12/2009;2009;3;AC;02/04/2024 20:00
00000000016317116;225;276,8;30/09/2009;02/12/2009;2009;3;AC;02/04/2024 20:00
00000000016317147;225;276,8;30/09/2009;02/12/2009;2009;3;AC;02/04/2024 20:00
00000000016317182;225;276,8;30/09/2009;02/12/2009;2009;3;AC;02/04/2024 20:00
00000000016327326;50;61,5;30/09/2009;07/12/2009;2009;3;AC;02/04/2024 20:00
00000000016356615;450;553,5;30/09/2009;16/12/2009;2009;3;AC;02/04/2024 20:00
00000000016356737;360;442,8;30/09/2009;04/01/2010;2009;3;AC;02/04/2024 20:00
00000000016356796;225;276,8;30/09/2009;04/01/2010;2009;3;AC;02/04/2024 20:00
00000000016361098;180;221,4;30/09/2009;16/12/2009;2009;3;AC;02/04/2024 20:00
00000000016365716;225;276,8;30/09/2009;04/01/2010;2009;3;AC;02/04/2024 20:00
00000000016366215;180;221,4;30/09/2009;22/12/2009;2009;3;AC;02/04/2024 20:00
00000000016376819;225;276,8;30/09/2009;28/12/2009;2009;3;AC;02/04/2024 20:00
00000000016404537;360;446,4;30/09/2009;04/01/2010;2009;3;AC;02/04/2024 20:00
00000000016416168;180;223,2;30/09/2009;25/01/2010;2009;3;AC;02/04/2024 20:00
00000000016453403;180;223,2;30/09/2009;13/01/2010;2009;3;AC;02/04/2024 20:00
00000000016480015;225;279;30/09/2009;19/01/2010;2009;3;AC;02/04/2024 20:00
00000000016480018;225;279;30/09/2009;19/01/2010;2009;3;AC;02/04/2024 20:00
00000000016480029;225;279;30/09/2009;19/01/2010;2009;3;AC;02/04/2024 20:00
00000000016510538;225;279;30/09/2009;01/02/2010;2009;3;AC;02/04/2024 20:00
00000000016510568;225;279;30/09/2009;01/02/2010;2009;3;AC;02/04/2024 20:00
00000000016522073;450;62;30/09/2009;28/01/2010;2009;3;AC;02/04/2024 20:00
00000000016522737;225;279;30/09/2009;28/01/2010;2009;3;AC;02/04/2024 20:00
00000000016526908;225;281,2;30/09/2009;29/01/2010;2009;3;AC;02/04/2024 20:00
00000000016533844;180;225;30/09/2009;02/02/2010;2009;3;AC;02/04/2024 20:00
00000000016579612;50;62,5;30/09/2009;10/02/2010;2009;3;AC;02/04/2024 20:00
00000000016579894;225;281,2;30/09/2009;11/02/2010;2009;3;AC;02/04/2024 20:00
00000000016586715;225;281,2;30/09/2009;22/02/2010;2009;3;AC;02/04/2024 20:00
00000000016599520;50;62,5;30/09/2009;11/02/2010;2009;3;AC;02/04/2024 20:00
00000000016630959;180;225;30/09/2009;19/02/2010;2009;3;AC;02/04/2024 20:00
00000000016675950;225;283,5;30/09/2009;04/03/2010;2009;3;AC;02/04/2024 20:00
00000000017243767;450;567;30/09/2009;31/03/2010;2009;3;AC;02/04/2024 20:00
00000000017288525;450;571,5;30/09/2009;05/04/2010;2009;3;AC;02/04/2024 20:00
00000000017303381;225;283,5;30/09/2009;30/03/2010;2009;3;AC;02/04/2024 20:00
00000000017459127;225;288;30/09/2009;05/05/2010;2009;3;AC;02/04/2024 20:00
00000000017713044;180;227,9;30/09/2009;15/07/2010;2009;3;AC;02/04/2024 20:00
00000000017771258;180;229,4;30/09/2009;18/08/2010;2009;3;AC;02/04/2024 20:00
00000000017850886;50;66;30/09/2009;21/09/2010;2009;3;AC;02/04/2024 20:00
00000000017918356;50;64,7;30/09/2009;26/10/2010;2009;3;AC;02/04/2024 20:00
00000000017993142;360;471;30/09/2009;09/12/2010;2009;3;AC;02/04/2024 20:00
00000000017995690;225;294,4;30/09/2009;09/12/2010;2009;3;AC;02/04/2024 20:00
00000000017995755;450;588,7;30/09/2009;09/12/2010;2009;3;AC;02/04/2024 20:00
00000000018322908;225;304,4;30/09/2009;02/05/2011;2009;3;AC;02/04/2024 20:00
00000000018664430;225;310,8;30/09/2009;24/08/2011;2009;3;AC;02/04/2024 20:00
00000000019216615;50;71,8;30/09/2009;23/02/2012;2009;3;AC;02/04/2024 20:00
00000000019605984;450;264,2;30/09/2009;25/05/2012;2009;3;AC;02/04/2024 20:00
00000000019658719;450;660,2;30/09/2009;18/06/2012;2009;3;AC;02/04/2024 20:00
00000000019727962;450;265,4;30/09/2009;02/07/2012;2009;3;AC;02/04/2024 20:00
00000000019799383;180;265,2;30/09/2009;24/07/2012;2009;3;AC;02/04/2024 20:00
00000000019820253;450;266,3;30/09/2009;27/07/2012;2009;3;AC;02/04/2024 20:00
00000000019930811;180;267,7;30/09/2009;31/08/2012;2009;3;AC;02/04/2024 20:00
00000000019970806;225;334,6;30/09/2009;17/09/2012;2009;3;AC;02/04/2024 20:00
00000000019996821;50;74,4;30/09/2009;21/09/2012;2009;3;AC;02/04/2024 20:00
00000000020075446;225;335,8;30/09/2009;11/10/2012;2009;3;AC;02/04/2024 20:00
00000000020466856;225;339,7;30/09/2009;31/01/2013;2009;3;AC;02/04/2024 20:00
00000000020809461;180;274,7;30/09/2009;30/04/2013;2009;3;AC;02/04/2024 20:00
00000000021159407;180;250,2;30/09/2009;29/07/2013;2009;3;AC;02/04/2024 20:00
00000000021188726;50;77,6;30/09/2009;08/08/2013;2009;3;AC;02/04/2024 20:00
00000000021193442;225;349,1;30/09/2009;12/08/2013;2009;3;AC;02/04/2024 20:00
00000000021346586;50;77,9;30/09/2009;23/09/2013;2009;3;AC;02/04/2024 20:00
00000000021577628;180;283,3;30/09/2009;28/11/2013;2009;3;AC;02/04/2024 20:00
00000000021640173;50;79;30/09/2009;23/12/2013;2009;3;AC;02/04/2024 20:00
00000000021719814;225;357,5;30/09/2009;29/01/2014;2009;3;AC;02/04/2024 20:00
