,Municipio,Setor,Numero de empresas,Mediana_Ecoeficiencia,Cod Municipio
0,ACRELANDIA,Manufacturing,3,41681.6720625,1200013
1,BRASILEIA,Manufacturing,5,1089.5755708333334,1200104
2,CAPIXABA,Manufacturing,15,453.8443601698628,1200179
3,CAPIXABA,Trade,12,2879.359731707317,1200179
4,CRUZEIRO DO SUL,Manufacturing,3,563.3174285714285,1200203
5,CRUZEIRO DO SUL,Utilities,17,109.85490616950815,1200203
6,CRUZEIRO DO SUL,Trade,54,13164.444166666664,1200203
7,CRUZEIRO DO SUL,Business,4,12.827372345151815,1200203
8,CRUZEIRO DO SUL,Construction,7,173.8932525,1200203
9,CRUZEIRO DO SUL,Transport,7,478.9277108433735,1200203
10,FEIJO,Utilities,6,131.03992424391788,1200302
11,JORDAO,Utilities,7,848.843612716763,1200328
12,MANOEL URBANO,Trade,16,3027.6659375,1200344
13,MARECHAL THAUMATURGO,Utilities,4,155.50159120364566,1200351
14,PLACIDO DE CASTRO,Manufacturing,10,522.7305942579546,1200385
15,PORTO WALTER,Utilities,4,1822.077041814768,1200393
16,RIO BRANCO,Manufacturing,68,1194.4518216733763,1200401
17,RIO BRANCO,Trade,296,5693.877666666666,1200401
18,RIO BRANCO,Construction,10,30056.42727969349,1200401
19,RIO BRANCO,Transport,17,311.80265925925926,1200401
20,SANTA ROSA DO PURUS,Utilities,6,776.0167417840375,1200435
21,SENA MADUREIRA,Trade,7,7538.333125,1200500
22,SENADOR GUIOMARD,Trade,23,11108.506039215688,1200450
23,TARAUACA,Manufacturing,3,416.4327383346741,1200609
24,TARAUACA,Utilities,6,266.7841890615988,1200609
25,XAPURI,Trade,6,4445.057874444445,1200708
26,ARAPIRACA,Manufacturing,174,341.92283656791045,2700300
27,ARAPIRACA,Utilities,15,5109.591895,2700300
28,ARAPIRACA,Trade,264,1640.3055684210526,2700300
29,ARAPIRACA,Business,8,43.703187932467536,2700300
30,ARAPIRACA,Agriculture,8,10414.257245762712,2700300
31,ARAPIRACA,Mining,31,144.60591666666667,2700300
32,ATALAIA,Manufacturing,12,921.1192666666668,2700409
33,ATALAIA,Trade,54,3938.329839285714,2700409
34,ATALAIA,Mining,8,342.34170417928533,2700409
35,BATALHA,Manufacturing,9,2575.7116071978767,2201507
36,BATALHA,Trade,35,6702.804232283464,2201507
37,BOCA DA MATA,Manufacturing,14,642.029756097561,2701001
38,BOCA DA MATA,Trade,4,561.3872583333334,2701001
39,CACIMBINHAS,Trade,3,902.1846,2701209
40,CAMPO ALEGRE,Manufacturing,40,70.69105921646164,2701407
41,CAMPO ALEGRE,Trade,18,874.019515,2701407
42,CAMPO ALEGRE,Business,9,8538.1258,2701407
43,CAMPO ALEGRE,Mining,25,11923.984413580249,2701407
44,CAMPO GRANDE,Manufacturing,741,175.0955045966382,2401305
45,CAMPO GRANDE,Utilities,274,186.5341575953053,2401305
46,CAMPO GRANDE,Trade,2451,1885.5822681407035,2401305
47,CAMPO GRANDE,Business,19,596.0105065129378,2401305
48,CAMPO GRANDE,Construction,19,388.2606615776082,2401305
49,CAMPO GRANDE,Transport,286,1701.9256038647345,2401305
50,CAMPO GRANDE,Mining,86,2165.5171182971017,2401305
51,CAMPO GRANDE,Financial,4,3964.8823095,2401305
52,CAMPO GRANDE,OtherServices,18,1545.4089333333334,2401305
53,CAPELA,Manufacturing,7,809.0907601851851,2701704
54,CHA PRETA,Trade,4,8527.3516,2701902
55,CORURIPE,Manufacturing,98,93.13073720728534,2702306
56,CORURIPE,Trade,7,9753887.0,2702306
57,CORURIPE,Agriculture,8,710.8640064814815,2702306
58,CRAIBAS,Trade,26,6229.423205748077,2702355
59,CRAIBAS,Mining,4,52.3626884222607,2702355
60,DELMIRO GOUVEIA,Manufacturing,11,140.57001450733532,2702405
61,DELMIRO GOUVEIA,Trade,49,3903.797000000001,2702405
62,DELMIRO GOUVEIA,Business,10,215.6930026215896,2702405
63,DOIS RIACHOS,Trade,5,2049.0633214285717,2702504
64,FELIZ DESERTO,Trade,4,501.3968785714286,2702702
65,GIRAU DO PONCIANO,Manufacturing,8,93.53668879363217,2702900
66,GIRAU DO PONCIANO,Trade,47,2313.1932117647057,2702900
67,IGACI,Trade,4,15142.3822,2703106
68,IGREJA NOVA,Manufacturing,28,0.8772928908828209,2703205
69,JAPARATINGA,Trade,7,5904.18843,2703601
70,LAGOA DA CANOA,Manufacturing,8,4006.200553571429,2704104
71,LAGOA DA CANOA,Trade,35,4235.306590909091,2704104
72,MACEIO,Manufacturing,294,73.91816,2704302
73,MACEIO,Utilities,156,1756.1113214285715,2704302
74,MACEIO,Trade,542,2144.154645758801,2704302
75,MACEIO,Business,17,628.1229298245614,2704302
76,MACEIO,Construction,75,2020.128276,2704302
77,MACEIO,Transport,103,736.9330508474576,2704302
78,MACEIO,Mining,35,137.56066086956525,2704302
79,MAJOR ISIDORO,Manufacturing,31,503.7646759259259,2704401
80,MARAGOGI,Manufacturing,5,28.95164125,2704500
81,MARAGOGI,Trade,52,399.0904115567114,2704500
82,MARAVILHA,Manufacturing,233,324.50363157894736,2704609
83,MARAVILHA,Trade,79,597.1715008264463,2704609
84,MARECHAL DEODORO,Manufacturing,173,184.67207132896183,2704708
85,MARECHAL DEODORO,Utilities,8,5769.128718884427,2704708
86,MARECHAL DEODORO,Trade,8,1018.5296569382097,2704708
87,MARECHAL DEODORO,OtherServices,7,5.927301435406698,2704708
88,MATA GRANDE,Trade,21,382.2659285714286,2705002
89,MATRIZ DE CAMARAGIBE,Manufacturing,44,363.2888041666667,2705101
90,MESSIAS,Trade,25,4835.662583333333,2705200
91,MONTEIROPOLIS,Trade,20,2334.6090541478134,2705408
92,OLHO D'AGUA DAS FLORES,Manufacturing,12,291.96819253086414,2705705
93,OLHO D'AGUA DAS FLORES,Trade,61,911.1700779320988,2705705
94,PALMEIRA DOS INDIOS,Manufacturing,50,17.029592,2706307
95,PALMEIRA DOS INDIOS,Trade,61,3084.7935267441862,2706307
96,PASSO DE CAMARAGIBE,Manufacturing,3,195.5574162679426,2706505
97,PENEDO,Manufacturing,17,34.14913827913279,2706703
98,PENEDO,Trade,16,61969.51603860749,2706703
99,PILAR,Transport,68,313.16004773172017,2511509
100,PIRANHAS,Manufacturing,33,119.89605088062622,2707107
101,PIRANHAS,Trade,5,1817.7295833333333,2707107
102,PIRANHAS,Mining,8,5.388886892646836,2707107
103,POCO DAS TRINCHEIRAS,Trade,42,2843.05641374269,2707206
104,PORTO CALVO,Manufacturing,7,2522.1508074706107,2707305
105,RIO LARGO,Manufacturing,14,3.551166075793013,2707701
106,RIO LARGO,Trade,30,814.3404227272727,2707701
107,RIO LARGO,Transport,17,73.3046595988016,2707701
108,RIO LARGO,Mining,6,495.17840147435896,2707701
109,SANTA LUZIA DO NORTE,Manufacturing,48,145.58323821029083,2707909
110,SANTANA DO IPANEMA,Trade,129,2390.067142857143,2708006
111,SANTANA DO IPANEMA,Construction,10,2886.248429235756,2708006
112,SAO JOSE DA LAJE,Manufacturing,9,106.9808314987075,2708303
113,SAO JOSE DA TAPERA,Trade,27,11231.000463414635,2708402
114,SAO JOSE DA TAPERA,Construction,22,192.5844961887255,2708402
115,SAO LUIS DO QUITUNDE,Manufacturing,53,671.761675,2708501
116,SAO LUIS DO QUITUNDE,Utilities,8,2.2701404970238426,2708501
117,SAO LUIS DO QUITUNDE,Trade,3,7531.8559,2708501
118,SAO MIGUEL DOS CAMPOS,Manufacturing,66,17.710753135017235,2708600
119,SAO MIGUEL DOS CAMPOS,Trade,76,2305.18622962963,2708600
120,SAO SEBASTIAO,Trade,33,11866.278066666668,2708808
121,SAO SEBASTIAO,Transport,77,110.68201964285714,2708808
