Municipio,Setor,Numero de empresas,Mediana_Ecoeficiencia
BELO ORIENTE,Government,3,2402514.25
BELO ORIENTE,Mining,14,3236832.2758620693
BELO ORIENTE,Transport,8,178550.77174384234
BELO VALE,Manufacturing,42,1073547.455882353
BELO VALE,Business,4,217448746.0609756
BELO VALE,Financial,13,24607693.5
BELO VALE,Mining,24,303998.26380090497
BERIZAL,Manufacturing,15,514570.431372549
BERTOPOLIS,Mining,6,206728.29628571428
BETIM,Manufacturing,1285,1577761.9016541354
BETIM,Utilities,84,1554879.0999999999
BETIM,Business,23,3715788.7407142855
BETIM,Construction,68,1667368.775
BETIM,Financial,252,466328.62
BETIM,Trade,80,1610556.088235294
BETIM,Agriculture,11,1872274.4911864405
BETIM,Mining,76,2612899.245666667
BETIM,Transport,18,6048257.356504065
BICAS,Manufacturing,10,1163847.9342105263
BICAS,Utilities,6,195767.7085148515
BICAS,Trade,12,13007935.390243903
BOCAINA DE MINAS,Manufacturing,21,1236822.12125
BOCAIUVA,Manufacturing,50,1182012.5416666667
BOCAIUVA,Trade,3,6096398.333333333
BOCAIUVA,Agriculture,3,3003285.970679012
BOM DESPACHO,Manufacturing,192,1968567.072202166
BOM DESPACHO,Utilities,7,937063.0499999999
BOM DESPACHO,Construction,16,2721721.86
BOM DESPACHO,Trade,21,485849.92166666663
BOM DESPACHO,Mining,14,555698.0792156863
BOM JARDIM DE MINAS,Manufacturing,15,3840450.0
BOM JESUS DO AMPARO,Mining,8,132795464.5
BOM REPOUSO,Manufacturing,5,537966.6666666667
BOM SUCESSO,Manufacturing,23,1280496.5829787233
BOM SUCESSO,Utilities,6,4199473.716106271
BONFIM,Manufacturing,4,33025.70189035087
BONFIM,Construction,10,1815203.7110719942
BORDA DA MATA,Manufacturing,42,1584401.3590557938
BORDA DA MATA,Utilities,6,1509218.5414285713
BOTELHOS,Manufacturing,10,93442.77777777778
BOTELHOS,Agriculture,14,1562868.0105263158
BOTUMIRIM,Mining,3,306706.432
BRASILIA DE MINAS,Utilities,7,1506791.2921348314
BRASILIA DE MINAS,Mining,4,25420013.4
BRASOPOLIS,Manufacturing,98,550181.6479999999
BRUMADINHO,Manufacturing,68,1177084.875
BRUMADINHO,Business,21,184796.06147934677
BRUMADINHO,Trade,6,2256865.5512820515
BRUMADINHO,Mining,216,1744384.5
BUENO BRANDAO,Manufacturing,7,783315.5088541667
BUENO BRANDAO,Utilities,8,632239.8739002706
BUENO BRANDAO,Mining,12,42263.96375
BURITIS,Manufacturing,15,10415681.899999999
BURITIS,Utilities,9,6948201.96
BURITIS,Trade,11,1419288.18
BURITIZEIRO,Manufacturing,5,554296.551724138
BURITIZEIRO,Agriculture,12,2149182.5344827585
CABECEIRA GRANDE,Manufacturing,4,11410.1325108558
CABO VERDE,Manufacturing,11,7168479.194174757
CACHOEIRA DA PRATA,Manufacturing,16,170904.5810810811
CACHOEIRA DA PRATA,Government,10,106788.56088560885
CACHOEIRA DA PRATA,Mining,15,8662351.0
CACHOEIRA DE MINAS,Manufacturing,28,848480.96
CACHOEIRA DE MINAS,Trade,5,935908.3333333334
CACHOEIRA DE PAJEU,Mining,11,1417624.3557678442
CAETANOPOLIS,Manufacturing,58,1000214.84
CAETANOPOLIS,Trade,6,2003016.6815566323
CAETE,Manufacturing,30,223371.51733333332
CAETE,Business,7,3168132.9787234045
CAETE,Construction,3,41434219.0
CAETE,Agriculture,6,390873.3437097812
CAETE,Mining,36,2640570.9152777777
CALDAS,Manufacturing,99,611836.8892307691
CALDAS,Business,5,1230160.0
CALDAS,Trade,22,11539526.499999998
CALDAS,Mining,56,330998.5325
CAMANDUCAIA,Manufacturing,103,692585.5917305585
CAMANDUCAIA,Agriculture,21,1540923.9428571428
CAMBUI,Manufacturing,85,2045368.4555555556
CAMBUI,Utilities,13,1208041.174025974
CAMBUI,Trade,13,135853.7114261885
CAMBUI,Mining,14,2204492.0379999997
CAMBUQUIRA,Manufacturing,22,537554.2325
CAMPANARIO,Mining,6,550558.052631579
CAMPANHA,Manufacturing,28,2002924.769230769
CAMPANHA,Trade,4,9365457.142857142
CAMPESTRE,Manufacturing,34,967443.9999999999
CAMPESTRE,OtherServices,7,514547.21
CAMPINA VERDE,Manufacturing,27,667652.289408867
CAMPINA VERDE,Utilities,8,3447813.220433437
CAMPO BELO,Manufacturing,106,844989.1510000001
CAMPO BELO,Utilities,10,516289.70900000003
CAMPO BELO,Construction,14,752376.364726776
CAMPO BELO,Trade,15,1967216.7983333333
CAMPO BELO,Mining,28,4622137.95
CAMPO DO MEIO,Government,4,152339.48043290427
CAMPO FLORIDO,Manufacturing,22,3024012.8645833335
CAMPOS GERAIS,Manufacturing,18,2025227.15
CAMPOS GERAIS,Mining,3,9659021.977777777
CANA VERDE,Trade,5,286367.056
CANAPOLIS,Manufacturing,68,387308.94545454544
CAPELA NOVA,Manufacturing,18,1998358.0189999999
CAPELINHA,Manufacturing,17,13285940.527777778
CAPELINHA,Trade,5,20384085.765306123
CAPETINGA,Manufacturing,8,47457.235
CAPETINGA,Utilities,8,1287201.1056410256
CAPINOPOLIS,Manufacturing,49,2521174.0
CAPITAO ENEAS,Manufacturing,26,1462413.6321428572
CAPITAO ENEAS,Utilities,7,41380027.25
CAPITOLIO,Manufacturing,73,3477366.3871794874
CAPITOLIO,Trade,7,110615.47
CAPITOLIO,Mining,7,840097.3286666666
CARAI,Manufacturing,11,669583597.5
CARAI,Mining,36,1550849.5444444446
CARANDAI,Manufacturing,70,3549795.1428571427
CARANGOLA,Manufacturing,16,3370778.8888888885
CARANGOLA,Utilities,19,3030819.5614285716
CARATINGA,Manufacturing,90,534899.5352941176
CARATINGA,Utilities,3,404950.26666666666
CARATINGA,Business,4,8802519.444444444
CARATINGA,Construction,10,8849207.381195122
CARATINGA,Trade,11,2851884.7674418604
CARATINGA,Mining,58,1974800.4999999998
CARATINGA,OtherServices,7,27928421.385714285
CARBONITA,Utilities,7,1461154.3454545455
CAREACU,Manufacturing,9,249412.28059701493
CAREACU,Mining,42,85389991.20833333
CARLOS CHAGAS,Manufacturing,39,2187338.755
CARLOS CHAGAS,Utilities,3,7542371.845333334
CARLOS CHAGAS,Trade,5,1352005.6
CARMESIA,Utilities,3,67472811.125
CARMO DA MATA,Manufacturing,112,1957244.4224999999
CARMO DA MATA,Trade,3,583902.4278666666
CARMO DE MINAS,Manufacturing,9,623943.82
CARMO DO CAJURU,Manufacturing,226,1396529.358164983
CARMO DO CAJURU,Trade,28,2490161.7021276597
CARMO DO CAJURU,Mining,8,145733.149375
CARMO DO CAJURU,OtherServices,4,728816.4028282828
CARMO DO PARANAIBA,Manufacturing,44,203450.0
CARMO DO PARANAIBA,Utilities,3,62225378.35294117
CARMO DO RIO CLARO,Manufacturing,6,13050190.141509434
CARMO DO RIO CLARO,Utilities,3,14195.78642857143
CARMO DO RIO CLARO,Government,5,3346224.49
CARMO DO RIO CLARO,Mining,14,1682080.2775757576
CARMOPOLIS DE MINAS,Manufacturing,45,1686023.6592105264
CARMOPOLIS DE MINAS,Utilities,5,131.72932247315808
CARNEIRINHO,Manufacturing,13,701388.45
CARNEIRINHO,Utilities,8,12455453.846354166
CARRANCAS,Manufacturing,4,2217504.614950187
CARVALHOPOLIS,Government,4,5688248.249233716
CARVALHOS,Manufacturing,22,2877461.7
CASSIA,Manufacturing,30,7931568.54
CASSIA,Construction,7,77906288.82666667
CASSIA,Mining,9,167407.1023478836
CATAGUASES,Manufacturing,145,1284050.990612245
CATAGUASES,Utilities,38,246458.11111111112
CATAGUASES,Business,3,8961297.117647057
CATAGUASES,Trade,35,4213260.237777778
CATAGUASES,Government,6,981554.5369318182
CATAGUASES,Mining,14,5997965.5
CATAGUASES,Transport,14,3967978.9565217393
CATAS ALTAS,Business,3,4035211.2149532707
CATAS ALTAS,Mining,86,1635275.8709372638
CATAS ALTAS DA NORUEGA,Manufacturing,4,535031.6928048781
CAXAMBU,Utilities,4,25200833.910555556
CAXAMBU,Construction,9,19280544.56666667
CAXAMBU,Trade,9,781584.9116465863
CAXAMBU,Mining,5,67270.74196564792
CENTRALINA,Utilities,8,4331580.357509628
CHAPADA GAUCHA,Manufacturing,9,493912.79625
CHIADOR,Manufacturing,11,119244.5061111111
CIPOTANEA,Mining,4,1117680.2147142855
CLARAVAL,Manufacturing,52,1997581.9274185768
CLARO DOS POCOES,Manufacturing,6,24945907.46666667
CLARO DOS POCOES,Utilities,8,15498603.2
CLAUDIO,Manufacturing,642,1294061.1630090498
CLAUDIO,Utilities,16,2796279.4378571426
CLAUDIO,Construction,7,493541259.49999994
CLAUDIO,Trade,13,4854668.243999999
CLAUDIO,Mining,7,379713.8305084746
COIMBRA,Manufacturing,9,1058591.75
COLUNA,Manufacturing,4,580056.9301666666
COMERCINHO,Manufacturing,14,208474.25208347588
CONCEICAO DA APARECIDA,Government,3,324078.84
CONCEICAO DA BARRA DE MINAS,Utilities,9,763869.7200000001
CONCEICAO DAS ALAGOAS,Manufacturing,54,1185612.59
CONCEICAO DO MATO DENTRO,Business,15,659757.142857143
CONCEICAO DO MATO DENTRO,Mining,27,337036.19
CONCEICAO DO PARA,Manufacturing,42,3038938.142857143
CONCEICAO DO PARA,Business,3,551762.0
CONCEICAO DO PARA,Mining,30,611431.798245614
CONCEICAO DO RIO VERDE,Trade,6,8110630.857142855
CONCEICAO DOS OUROS,Manufacturing,196,1241750.6065573771
CONCEICAO DOS OUROS,OtherServices,15,123320.19882352941
CONFINS,Manufacturing,16,1541440.5818181818
CONGONHAL,Manufacturing,37,1293423.0833333335
CONGONHAS,Manufacturing,40,2037305.1
CONGONHAS,Business,11,1493900.0
CONGONHAS,Construction,18,4262084.189
CONGONHAS,Trade,20,9088391.666666668
CONGONHAS,Mining,108,3094845.8061904768
CONGONHAS,OtherServices,3,9138.0
CONGONHAS DO NORTE,Manufacturing,9,367686.13
CONQUISTA,Manufacturing,19,654855.7619047619
CONSELHEIRO LAFAIETE,Manufacturing,109,2324272.547248577
CONSELHEIRO LAFAIETE,Utilities,18,234943.39266666665
CONSELHEIRO LAFAIETE,Business,25,2366743.121372549
CONSELHEIRO LAFAIETE,Trade,19,812043.5952380953
CONSELHEIRO LAFAIETE,Mining,28,3771230.8333333335
CONSELHEIRO LAFAIETE,Transport,3,46452336.538461536
CONSELHEIRO PENA,Manufacturing,29,779467.4051282052
CONSELHEIRO PENA,Mining,5,1538151.218181818
CONTAGEM,Manufacturing,1716,973955.97
CONTAGEM,Utilities,35,1977096.7747619047
CONTAGEM,Business,25,213855.4301252472
CONTAGEM,Construction,29,3506491.711111111
CONTAGEM,Trade,149,514344.66873333335
CONTAGEM,Mining,49,1258130.5625
CONTAGEM,OtherServices,3,2741782.26
CONTAGEM,Transport,29,4964865.0
COQUEIRAL,Utilities,11,15529160.999999998
CORACAO DE JESUS,Utilities,9,8162504.410526317
CORACAO DE JESUS,Mining,4,13531567.2
CORDISBURGO,Utilities,10,413779.4
CORDISLANDIA,Mining,7,248359.18823529413
CORINTO,Manufacturing,20,1552600.8125
CORINTO,Utilities,10,2752184.6428571423
COROMANDEL,Manufacturing,40,3177577.095238095
COROMANDEL,Trade,7,330392.59571428574
CORONEL FABRICIANO,Manufacturing,57,1424631.64
CORONEL FABRICIANO,Trade,29,4412058.333333334
CORONEL FABRICIANO,OtherServices,10,1665891.4833333332
CORONEL MURTA,Utilities,3,7364215.583333334
CORONEL XAVIER CHAVES,Manufacturing,5,1290925.0
CORONEL XAVIER CHAVES,Business,4,16856.36279310345
CORONEL XAVIER CHAVES,Agriculture,14,6880813.19
CORONEL XAVIER CHAVES,Government,5,2005343.072222222
CORREGO DANTA,Manufacturing,13,2126083.505
CORREGO FUNDO,Manufacturing,675,1167572.287601626
CORREGO FUNDO,Government,8,1633559.5714285714
CORREGO FUNDO,Mining,23,1723086.4315
CORREGO FUNDO,OtherServices,10,3533016.7419354836
CORREGO FUNDO,Transport,3,3018586.8864878733
CRISTALIA,Utilities,7,215449.7503915191
CRISTIANO OTONI,Mining,26,1918503.375
CRISTINA,Manufacturing,24,1630323.5999999999
CRUCILANDIA,Manufacturing,10,1027626.4864316239
CRUZEIRO DA FORTALEZA,Government,3,95666959.80000001
CRUZILIA,Manufacturing,28,226884.2
CRUZILIA,Trade,6,31087555.5775
CURRAL DE DENTRO,Mining,12,242656.0
CURVELO,Manufacturing,96,1744754.54
CURVELO,Utilities,4,59528699.37264151
CURVELO,Agriculture,4,3561.9535304232804
CURVELO,Government,9,2750104.4117647056
CURVELO,Mining,41,815857.906125
DATAS,Transport,3,256691.17
DELFIM MOREIRA,Manufacturing,33,1853302.4733333332
DELFIM MOREIRA,Agriculture,10,15177120.470588235
DELFINOPOLIS,Manufacturing,7,8144718.362857142
DELTA,Manufacturing,68,1303785.7
DESTERRO DE ENTRE RIOS,Manufacturing,7,323841.7
DESTERRO DE ENTRE RIOS,Mining,24,1830060.3717243185
DESTERRO DO MELO,Utilities,9,454825.96794871794
DIAMANTINA,Manufacturing,17,209116.22727272726
DIAMANTINA,Utilities,5,134929.185
DIAMANTINA,Business,4,208636.32533333334
DIAMANTINA,Government,10,2807725.0
DIAMANTINA,Mining,19,1018626.9444444445
DIVINESIA,Manufacturing,18,436879.1703333333
DIVINO,Manufacturing,10,13783477.278739316
DIVINOPOLIS,Manufacturing,974,1124351.775
DIVINOPOLIS,Utilities,20,6146139.916666668
DIVINOPOLIS,Business,7,8987959.658333333
DIVINOPOLIS,Construction,32,1200704.8633333333
DIVINOPOLIS,Trade,96,1958359.3989048658
DIVINOPOLIS,Mining,11,3805311.2399999998
DIVINOPOLIS,OtherServices,4,1625830.035
DIVINOPOLIS,Transport,7,2378099.5833333335
DIVISA ALEGRE,Manufacturing,16,619624.1082612895
DIVISOPOLIS,Utilities,3,5009672.833333333
DOM CAVATI,Manufacturing,30,848830.2176760563
DOM SILVERIO,Manufacturing,82,645530.0958213257
DOM SILVERIO,Agriculture,9,2916562.156048387
DONA EUSEBIA,Manufacturing,5,4290215.7
DORES DE CAMPOS,Manufacturing,74,922281.38
DORES DE CAMPOS,Utilities,3,153653.9945652174
DORES DE GUANHAES,Mining,7,60456.058999999994
DORES DO INDAIA,Manufacturing,13,881353.6560000001
DORES DO INDAIA,Utilities,10,1623369.2
DORES DO TURVO,Manufacturing,7,891712.2550000001
DORESOPOLIS,Mining,11,20660396.96969697
DOURADOQUARA,Manufacturing,9,697623.9999999999
ELOI MENDES,Manufacturing,38,2232125.32
ELOI MENDES,Government,10,505912.3333333333
ELOI MENDES,OtherServices,17,315715.6704545454
ELOI MENDES,Transport,10,757856.1902717391
ENGENHEIRO CALDAS,Manufacturing,126,206330.0
ENGENHEIRO CALDAS,Mining,12,3408866.6890000002
ENGENHEIRO NAVARRO,Utilities,4,4131359.999094695
ENTRE FOLHAS,Manufacturing,4,19592.34186666667
ENTRE RIOS DE MINAS,Manufacturing,27,2950506.0716216215
ERVALIA,Manufacturing,13,272419.65280898876
ERVALIA,Mining,6,1097746.5799999998
ESMERALDAS,Manufacturing,58,1527079.9106060606
ESMERALDAS,Utilities,3,84057.87619047619
ESMERALDAS,Business,6,87299.02070805906
ESMERALDAS,Trade,5,22014600.9
ESMERALDAS,Agriculture,10,1609485.8175000001
ESMERALDAS,Mining,37,1689043.0499999998
ESMERALDAS,Transport,3,3178622.0000000005
ESPERA FELIZ,Manufacturing,35,128712.65520695891
ESPERA FELIZ,Mining,15,1952829.5185185187
ESPINOSA,Manufacturing,15,3616897.6
ESPIRITO SANTO DO DOURADO,Manufacturing,15,4643970.142857142
ESTIVA,Manufacturing,14,506648.3088959743
ESTIVA,Trade,6,16028859.46153846
ESTRELA DO SUL,Manufacturing,6,3140725.471666666
EUGENOPOLIS,Manufacturing,10,10271171.77027027
EWBANK DA CAMARA,Manufacturing,6,336467.20342716365
EXTREMA,Manufacturing,291,724289.8933333334
EXTREMA,Utilities,8,15881.790813341135
EXTREMA,Trade,5,118347885.875
EXTREMA,Agriculture,6,2202999.86
EXTREMA,Government,14,390911.31578947377
EXTREMA,OtherServices,9,711045.9550359711
FAMA,Trade,8,5205177.94884828
FARIA LEMOS,Manufacturing,17,3591476.603174603
FELIXLANDIA,Manufacturing,12,145137.78666666665
FLORESTAL,Manufacturing,19,269046.35899853345
FORMIGA,Manufacturing,283,645789.1253333334
FORMIGA,Utilities,10,2962911.26
FORMIGA,Trade,59,1446340.19
FORMIGA,Agriculture,6,1953166.4836371166
FORMIGA,Government,10,660248.80625
FORMIGA,Mining,11,828468.6191489361
FORMIGA,OtherServices,10,1106734.2847222222
FORMIGA,Transport,16,4582789.261524443
FORTALEZA DE MINAS,Government,8,385711101.8703704
FORTALEZA DE MINAS,Mining,14,2019464.8333333333
FORTUNA DE MINAS,Manufacturing,7,167112.79333333333
FORTUNA DE MINAS,Mining,11,2936209.026
FRANCISCO DUMONT,Utilities,9,198219.92115410187
FRANCISCO DUMONT,Mining,3,7446666.84
FRANCISCO SA,Manufacturing,12,3355913.777777778
FRANCISCO SA,Mining,8,1579564.2071428574
FRANCISCOPOLIS,Manufacturing,12,2779389.8883561646
FRANCISCOPOLIS,Mining,37,2167609.090909091
FRONTEIRA,Manufacturing,11,7543280.0
FRONTEIRA,Mining,4,15217611.586666668
FRUTAL,Manufacturing,101,2448949.8066666666
FRUTAL,Utilities,12,513292.06666666665
FRUTAL,Construction,11,5932.593655653451
FRUTAL,Trade,6,400961.7149515826
FRUTAL,Agriculture,9,115881.28947368421
FRUTAL,Mining,17,5024071.271
FRUTAL,OtherServices,7,2316550.0
FUNILANDIA,Manufacturing,3,21556761.6
FUNILANDIA,Utilities,8,181975.31119047618
GALILEIA,Manufacturing,6,57252534.873222746
GALILEIA,Mining,19,856984.895
GLAUCILANDIA,Manufacturing,4,5902653.541666667
GLAUCILANDIA,Utilities,9,2341619.1126760566
GOIABEIRA,Mining,4,25932880.05267857
GOIANA,Manufacturing,8,1135816.0793333333
GOIANA,Utilities,12,3982136.535
GOIANA,Agriculture,30,5201622.891746031
GONCALVES,Manufacturing,4,1161645.1508333334
GONCALVES,Mining,6,1379033199.39
GOUVEIA,Manufacturing,28,881157.1904761905
GOUVEIA,Utilities,6,4189780.604651163
GOUVEIA,Business,6,6896515.165413534
GOUVEIA,Mining,19,2065909.6020833335
GOVERNADOR VALADARES,Manufacturing,284,833185.1754487179
GOVERNADOR VALADARES,Utilities,12,319411.4
GOVERNADOR VALADARES,Construction,39,7470010.919354838
GOVERNADOR VALADARES,Trade,37,683516.2829166667
GOVERNADOR VALADARES,Mining,24,675437.04125
GRAO MOGOL,Manufacturing,6,8440697.832899999
GRAO MOGOL,Utilities,3,1133112.9444444445
GRAO MOGOL,Agriculture,20,1269569.2
GRAO MOGOL,Mining,14,783004.4547619048
GUANHAES,Manufacturing,22,586083.885
GUANHAES,Trade,13,15655908.714285715
GUAPE,Manufacturing,3,102249197.0
GUARACIABA,Manufacturing,5,652249.4490371513
GUARACIABA,Trade,3,926359.0615158794
GUARACIABA,Mining,17,11344811.0
GUARACIABA,Transport,3,20189160.210526314
GUARANESIA,Manufacturing,145,3709185.02
GUARANESIA,Agriculture,7,8539266.0
GUARANI,Manufacturing,31,2438613.094339622
GUARANI,Trade,11,297025.1435
GUARARA,Manufacturing,26,3891525.5546153844
GUARARA,Trade,7,173408.9295
GUARARA,Mining,13,229442.71142857143
GUARDA-MOR,Manufacturing,6,1511699.865873016
GUARDA-MOR,Utilities,8,714907.635
GUAXUPE,Manufacturing,149,1842396.2962962962
GUAXUPE,Trade,32,701718.0311111112
GUIDOVAL,Manufacturing,52,859173.9333333333
GUIMARANIA,Manufacturing,11,5432620.16
GUIRICEMA,Manufacturing,95,2040720.32
GURINHATA,Manufacturing,15,24889986.268292684
HELIODORA,Manufacturing,24,523378.1538461539
IAPU,Manufacturing,7,2247125.3
IBIA,Manufacturing,34,3016728.541980198
IBIA,Business,4,1352724.7869047618
IBIA,Mining,6,8297265.610114778
IBIAI,Utilities,7,5260142.288235295
IBIRACI,Manufacturing,16,778197.296
IBIRITE,Manufacturing,135,711974.1111111111
IBIRITE,Utilities,19,358922.32899999997
IBIRITE,Construction,15,71206.83714285714
IBIRITE,Trade,15,5530819.56
IBITIURA DE MINAS,Manufacturing,11,1229221.8852459015
IBITURUNA,Manufacturing,10,612214.7352272727
IGARAPE,Manufacturing,86,1890859.04
IGARAPE,Utilities,9,2237114.2857142854
IGARAPE,Construction,10,1105136.6842857143
IGARAPE,Trade,22,3980741.9
IGARAPE,Mining,27,1768157.406
IGARAPE,Transport,4,41108834.071067825
IGARAPE,RealEstate,6,67177304.675
IGARATINGA,Manufacturing,550,1226430.5139534883
IGARATINGA,Business,3,522212.7659574468
IGARATINGA,Trade,4,2089799.3862068963
IGARATINGA,Agriculture,11,1361614.445
IGARATINGA,Mining,29,876097.8660307897
IGUATAMA,Manufacturing,48,2095429.2933333332
IGUATAMA,Utilities,15,4110729.2500000005
IGUATAMA,Mining,20,13885624.476973685
IJACI,Manufacturing,50,147669.2855874317
IJACI,Utilities,3,40288003.08
IJACI,Mining,52,1751131.9
IMBE DE MINAS,Manufacturing,19,865310.2999999999
INCONFIDENTES,Manufacturing,15,9025002.125
INCONFIDENTES,Business,3,88518.33333333333
INCONFIDENTES,Mining,13,33238.82978723404
INDAIABIRA,Utilities,3,1692799.1840796021
INDAIABIRA,Transport,3,679750665.0
INDIANOPOLIS,Manufacturing,3,885087.5999999999
INDIANOPOLIS,Government,6,251876.2144578313
INGAI,Manufacturing,14,2496685.821008404
INHAPIM,Manufacturing,12,1987007.2
INHAPIM,Trade,3,305548764.0
INHAUMA,Manufacturing,13,7621090.444999999
INHAUMA,Mining,6,587888.8120300751
INIMUTABA,Manufacturing,18,1816851.7
IPABA,Manufacturing,3,2073508.0000000002
IPABA,Mining,5,3879425.25
IPANEMA,Manufacturing,16,73059.17729922992
IPANEMA,Mining,5,2872619.4772727275
IPATINGA,Manufacturing,275,1472483.5471698113
IPATINGA,Utilities,14,1812922.07
IPATINGA,Business,9,56682.6278
IPATINGA,Construction,27,560773.0088456769
IPATINGA,Trade,16,7253819.606666667
IPATINGA,Mining,21,2504528.0746031743
IPUIUNA,Manufacturing,4,155655.9345
IPUIUNA,Trade,12,2509113.314009662
IRAI DE MINAS,Manufacturing,8,4571745.383333334
ITABIRA,Manufacturing,58,1149215.373237621
ITABIRA,Utilities,17,1117718.3917624522
ITABIRA,Business,16,2116721.6439393936
ITABIRA,Construction,15,13776887.88
ITABIRA,Trade,7,1824345.5333333334
ITABIRA,Government,5,687833.9999999999
ITABIRA,Mining,49,1397791.010502283
ITABIRINHA,Manufacturing,6,347194.5675
ITABIRINHA,Trade,3,1293587.8125
ITABIRINHA,Mining,3,15788864.299999999
ITABIRITO,Manufacturing,144,1980885.4736842103
ITABIRITO,Business,13,768040.0
ITABIRITO,Mining,157,947273.7153284671
ITABIRITO,Transport,7,196707.49333333332
ITACARAMBI,Manufacturing,20,483812.2988215488
ITACARAMBI,Utilities,9,1276488.73
ITAGUARA,Manufacturing,60,2044346.0597222222
ITAGUARA,Utilities,21,331074.7533333333
ITAJUBA,Manufacturing,328,1138601.0322580645
ITAJUBA,Utilities,10,13170905.555555556
ITAJUBA,Construction,4,3457130.0
ITAJUBA,Trade,16,977412.1212121213
ITAJUBA,Mining,14,8348856.899999999
ITAMARANDIBA,Manufacturing,39,1226254.4768336574
ITAMARANDIBA,Mining,11,164462.32702564102
ITAMARATI DE MINAS,Mining,14,194456.85679166668
ITAMBACURI,Manufacturing,31,2644625.8592753625
ITAMOGI,Manufacturing,7,465380.0
ITAMONTE,Manufacturing,126,1684863.4347826086
ITAMONTE,Agriculture,6,4826598.035
ITANHANDU,Manufacturing,25,303150.99999999994
ITANHANDU,Agriculture,3,6104130.17
ITANHANDU,Government,3,22950390.95751634
ITAOBIM,Utilities,7,709763.11
ITAOBIM,Mining,17,673949.3799302325
ITAPAGIPE,Manufacturing,53,3084971.7291666665
ITAPAGIPE,Trade,7,1080837.95
ITAPECERICA,Manufacturing,48,612791.95
ITAPECERICA,Utilities,3,108426.49999999999
ITAPECERICA,Mining,52,1689032.78
ITAPEVA,Manufacturing,20,3610854.2211111113
ITAPEVA,Utilities,3,2563414.727272727
ITATIAIUCU,Manufacturing,46,892348.1283796297
ITATIAIUCU,Business,27,8838900.0
ITATIAIUCU,Mining,282,2103841.571666667
ITAU DE MINAS,Manufacturing,50,2506728.666666667
ITAUNA,Manufacturing,1198,1337037.5619924814
ITAUNA,Utilities,64,1382228.0412946427
ITAUNA,Business,47,2689240.8103691274
ITAUNA,Construction,39,1367840.0533333335
ITAUNA,Financial,190,579165664.3854924
ITAUNA,Trade,251,2039472.7058823528
ITAUNA,Agriculture,6,1290888.7941666667
ITAUNA,Government,8,292154.98503325944
ITAUNA,Mining,53,751861.5062252404
ITAUNA,OtherServices,18,3605751.0434782607
ITAUNA,Transport,13,349486.76602112676
ITAVERAVA,Manufacturing,12,7847794.5
ITINGA,Mining,36,1886653.242857143
ITUETA,Manufacturing,4,1903500.1232189515
ITUETA,Mining,16,357542.05
ITUIUTABA,Manufacturing,95,378423.29818181816
ITUIUTABA,Utilities,7,220645.4605263158
ITUIUTABA,Construction,15,4472.2075
ITUIUTABA,Trade,7,3674611.764705882
ITURAMA,Manufacturing,46,651036.7760617761
ITURAMA,Utilities,25,2344170.052631579
ITURAMA,Trade,4,522817.99
ITURAMA,Mining,14,10425182.416666666
ITUTINGA,Mining,24,43701473.81060606
JABOTICATUBAS,Manufacturing,19,2357673.0
JABOTICATUBAS,Utilities,3,1410036.8636363635
JABOTICATUBAS,Mining,13,1542869.7533333332
JACINTO,Mining,3,16991675.75
JACUI,Government,10,163372.16666666666
JACUTINGA,Manufacturing,49,533018.8693244627
JACUTINGA,Trade,3,2220188.5936363637
JACUTINGA,Mining,23,1193815.2636363637
JAGUARACU,Manufacturing,15,418153.10544053925
JAGUARACU,Trade,5,1330248.0
JAGUARACU,Government,5,6348441.53
JAIBA,Manufacturing,21,7608812.500000001
JAIBA,Utilities,7,3063459.56
JAIBA,Mining,3,20743.051
JAMPRUCA,Mining,36,2638171.0
JANAUBA,Manufacturing,99,442720.39561576355
JANAUBA,Utilities,9,180627.49860869566
JANAUBA,Business,4,104022.98941499677
JANAUBA,Trade,6,97116.94466403163
JANAUBA,Government,8,847675.95
JANAUBA,Mining,15,429687.5543944475
JANUARIA,Manufacturing,9,163579.55172413794
JANUARIA,Utilities,8,1151824.0484482758
JANUARIA,Construction,7,3336365.7133333334
JANUARIA,Transport,14,644609.1666666667
JAPARAIBA,Manufacturing,140,1832451.63
JAPARAIBA,Trade,4,1884.6979974822018
JECEABA,Manufacturing,31,937434.8570824743
JECEABA,Utilities,3,40025.171974522294
JECEABA,Government,6,556673.1
JEQUERI,Manufacturing,16,22195972.15782502
JEQUERI,Trade,4,232453.0568571429
JEQUERI,Mining,4,23035.905366666666
JEQUITAI,Agriculture,5,63870947.5
JEQUITIBA,Mining,3,1115801.4526315788
JEQUITINHONHA,Utilities,5,396846.39090909093
JOAIMA,Utilities,3,6666342.999999999
JOAO MONLEVADE,Manufacturing,228,1038553.6
JOAO MONLEVADE,Utilities,8,3360271.1915887846
JOAO MONLEVADE,Business,22,5932455.583333334
JOAO MONLEVADE,Construction,43,819933.2130143541
JOAO MONLEVADE,Trade,75,215939.16
JOAO PINHEIRO,Manufacturing,70,2276222.268939394
JOAO PINHEIRO,Utilities,4,26358515.443259887
JOAO PINHEIRO,Trade,8,9890629.238095239
JOAO PINHEIRO,Agriculture,30,388483.7960989011
JOSE RAYDAN,Manufacturing,6,12654157.643846154
JUATUBA,Manufacturing,127,1633381.135
JUATUBA,Agriculture,10,346175.06165
JUIZ DE FORA,Manufacturing,924,1308166.8266666667
