,Municipio,Mediana_Ecoeficiencia
78,SAO GABRIEL DA CACHOEIRA,48371692.300000004
79,SAO PAULO DE OLIVENCA,848250.1066163867
80,TABATINGA,231455026.74676278
81,TAPAUA,88021.38990825688
82,TEFE,91484.29
83,URUCARA,4104167.3095238092
84,URUCURITUBA,4158376.818181818
85,ALAGOINHAS,46057.83296569764
86,ALCOBACA,3904845.283333333
87,AMARGOSA,36722.99187516815
88,AMELIA RODRIGUES,68860.36317752907
89,ANDORINHA,1113094.242445233
90,ANGUERA,279654.51141104137
91,ANTONIO CARDOSO,8102055.966908212
92,BARRA,1524702.4720648373
93,BARREIRAS,54938.401754385966
94,BARROCAS,7283.042825361513
95,BOA VISTA DO TUPIM,3372064.0596348657
96,BOM JESUS DA LAPA,1619885.4348484848
97,BONITO,40061.00229276896
98,BREJOES,133661.5481081081
99,BRUMADO,89740.60902255638
100,BUERAREMA,75030.01947916667
101,CAATIBA,12963.267507418397
102,CACHOEIRA,45564.65142857143
103,CACULE,20547.377116704803
104,CAEM,5912.396624999999
105,CAETITE,161055.05314170383
106,CAFARNAUM,62287.754400000005
107,CAIRU,604935.9040539216
108,CAMACAN,2719279.8675
109,CAMACARI,150406.75386363635
110,CAMAMU,33997316.34597066
111,CAMPO ALEGRE DE LOURDES,206.96474285714288
112,CAMPO FORMOSO,565451.3418919944
113,CANAVIEIRAS,6637180.087692307
114,CANDEIAS,211181.64
115,CANDIBA,2247775.4424651475
116,CANSANCAO,24686.356431259683
117,CAPIM GROSSO,733.5477745454546
118,CARAVELAS,51522533.61072368
119,CARDEAL DA SILVA,2633.872772410091
120,CARINHANHA,1019857.4696132597
121,CASA NOVA,83562.2799849606
122,CASTRO ALVES,155908.00933977455
123,CATOLANDIA,644153.2567708333
124,CATU,1396029.7718421053
125,CATURAMA,445843.69908661745
126,CONCEICAO DO ALMEIDA,180075.30500000002
127,CONCEICAO DO COITE,4668216.474233529
128,CONCEICAO DO JACUIPE,343737.59
129,CORACAO DE MARIA,8087.224297584049
130,CORIBE,5.2767928289027015
131,CORRENTINA,34000.0
132,CRISOPOLIS,65493.869999999995
133,CRUZ DAS ALMAS,1151624.6972519148
134,CURACA,91854.82223605085
135,DIAS D'AVILA,180348.27530818968
136,ENTRE RIOS,48246742.606742375
137,ESPLANADA,860.1019961612284
138,EUCLIDES DA CUNHA,35279113.3902439
139,EUNAPOLIS,89162.52312184189
140,FEIRA DE SANTANA,161786.9046458333
141,FIRMINO ALVES,12790.390208333334
142,FLORESTA AZUL,180317.35342465754
143,FORMOSA DO RIO PRETO,55689.82619909405
144,GANDU,303008.0774573673
145,GAVIAO,2240.132
146,GLORIA,79353.7
147,GOVERNADOR MANGABEIRA,16099.907808519438
148,GUANAMBI,24842.37279889807
149,IACU,74731.78686635944
150,IBIASSUCE,143349.60523415977
151,IBICARAI,4286768436.923077
152,IBICOARA,254696.01200000002
153,IBICUI,77653.85565991102
154,IBIPITANGA,41243359.91785714
155,IBIRAPITANGA,35317028904.00266
156,IBITIARA,57135.1684672619
157,IBOTIRAMA,21064182.22222222
158,IGAPORA,34723.63120126526
159,IGRAPIUNA,245266.6903526971
160,IGUAI,235096.33527777778
161,ILHEUS,288966.4708333333
162,IPIAU,3863155.938095238
163,IPIRA,540043.0612244897
164,IRAQUARA,500677.108433735
165,IRECE,463954.91525423725
166,ITABELA,134234.84369896236
167,ITABERABA,1742262.0918582375
168,ITABUNA,63871.57387664622
169,ITAGIMIRIM,187291658.0
170,ITAJUIPE,774.0875
171,ITAMARAJU,357464.97777777776
172,ITAMBE,313143.3398628795
173,ITAPE,14248.097049044058
174,ITAPETINGA,376833.6382284403
175,ITARANTIM,80646.70138888889
176,ITATIM,23225.204679637704
177,ITORORO,108409.84839074874
178,ITUACU,492535815261.8913
179,JABORANDI,5174508.3926640265
180,JACOBINA,766095.9467647059
181,JAGUAQUARA,5539.606282057282
182,JAGUARARI,37624.52
183,JANDAIRA,791192809.9637681
184,JEQUIE,481974.368125
185,JEREMOABO,471350.18701920845
186,JUAZEIRO,14756.683181818182
187,LAFAIETE COUTINHO,248.1891835888935
188,LAGOA REAL,313473.250245283
189,LAJE,159.1919059432732
190,LAJEDAO,5745.142274672436
191,LAURO DE FREITAS,37675.44097222222
192,LICINIO DE ALMEIDA,349187.5
193,LIVRAMENTO DE NOSSA SENHORA,162655.1
194,LUIS EDUARDO MAGALHAES,48005.48927777778
195,MACAJUBA,59205.04604561112
196,MACARANI,186150.89344262297
197,MACAUBAS,382019.77499999997
198,MADRE DE DEUS,717657.6295652174
199,MAIQUINIQUE,52580.825000000004
200,MALHADA DE PEDRAS,141707.49068269233
201,MANOEL VITORINO,127946.89909909907
202,MARAGOGIPE,728762.5083333333
203,MARCIONILIO SOUZA,529.8570415730337
204,MASCOTE,9307340.184999999
205,MATA DE SAO JOAO,2938071.164921069
206,MEDEIROS NETO,120072.613875
207,MIGUEL CALMON,31258439.65675785
208,MORRO DO CHAPEU,3991196.485
209,MORTUGABA,3773593.4172339183
210,MUCUGE,138515.1805216305
211,MUCURI,16540.383473527956
212,MUQUEM DE SAO FRANCISCO,489.466
213,MURITIBA,9927.80836734694
214,NAZARE,278900.01123148954
215,NORDESTINA,943538.0590090421
216,NOVA CANAA,67307627.7992278
217,NOVA VICOSA,10010287.08151016
218,NOVO HORIZONTE,370805.17571942444
219,OLIVEIRA DOS BREJINHOS,4366151.376975169
220,OUROLANDIA,5016388.962621885
221,PALMAS DE MONTE ALTO,1455.0027382012465
222,PALMEIRAS,622728.0430672346
223,PARAMIRIM,10744.401574074074
224,PARATINGA,66208.86374095936
225,PAU BRASIL,809626.915547025
226,PAULO AFONSO,296544.73033151904
227,PINDAI,88112545.07124579
228,PINTADAS,39161.91066666666
229,PLANALTO,175969.58227103352
230,POJUCA,76624.44235867847
231,PORTO SEGURO,7627041.699481348
232,POTIRAGUA,471911.27733333333
233,PRADO,1378812.68
234,PRESIDENTE JANIO QUADROS,13553.40572556762
235,PRESIDENTE TANCREDO NEVES,7821047.141666668
236,RAFAEL JAMBEIRO,47563.78933649288
237,RETIROLANDIA,565519.9387808787
238,RIACHAO DAS NEVES,1405407.7565000001
239,RIACHAO DO JACUIPE,1572.6288645833333
240,RIACHO DE SANTANA,714080.7571646231
241,RIBEIRA DO POMBAL,10369.76
242,RIBEIRAO DO LARGO,2573831.81
243,RIO DO ANTONIO,1562357737.828177
244,RUY BARBOSA,4714.360128649754
245,SALVADOR,163012.73717577255
246,SANTA BARBARA,473192.03007518797
247,SANTA CRUZ CABRALIA,2581794.3333333335
248,SANTA LUZIA,226480.67574903858
249,SANTA MARIA DA VITORIA,72257507.4017857
250,SANTA RITA DE CASSIA,32230.32481186894
251,SANTALUZ,88086.24
252,SANTO AMARO,17709.703846153847
253,SANTO ANTONIO DE JESUS,597655.9452380952
254,SANTO ESTEVAO,126839.15937499999
255,SAO DESIDERIO,13044.533333333333
256,SAO FELIX,1864286.8543667088
257,SAO FRANCISCO DO CONDE,665344.9190855977
258,SAO GONCALO DOS CAMPOS,6541078.714285714
259,SAO JOSE DO JACUIPE,1777.4522105263159
260,SAO MIGUEL DAS MATAS,286181912.46145064
261,SAO SEBASTIAO DO PASSE,795.6037724550898
262,SEABRA,6294820.398214285
263,SENTO SE,391064.4
264,SERRA DO RAMALHO,2830243.894389439
265,SERRINHA,23875.281752622275
266,SIMOES FILHO,356166.2379989732
267,SITIO DO MATO,111095.40350877192
268,SITIO DO QUINTO,5304.735882352941
269,TANHACU,155600.20529801326
270,TANQUE NOVO,560152.6410818715
271,TEIXEIRA DE FREITAS,4943.6050526315785
272,TEODORO SAMPAIO,133775.6317
273,TREMEDAL,3108631.677
274,UBAITABA,3439491.653577171
275,URANDI,43399.07544141252
276,URUCUCA,101328.79191033139
277,VALENCA,231142.69528675015
278,VARZEA DO POCO,26116.809359296483
279,VERA CRUZ,9389.011125
280,VITORIA DA CONQUISTA,769332.2169818457
281,WENCESLAU GUIMARAES,109089.63040935638
282,XIQUE-XIQUE,471427.2781045752
283,ABAIARA,32721.038887722254
284,ACARAPE,3178.3290302267
285,ACARAU,45299.11833333333
286,AMONTADA,5238259.38764045
287,AQUIRAZ,32217.92833665339
288,ARACATI,73055.98181944375
289,BANABUIU,495923.929184953
290,BARBALHA,487428.79512690357
291,BARROQUINHA,38921.7157804878
292,BEBERIBE,1175663.0605995152
293,CAMOCIM,22818.39442
294,CANINDE,817.3042499999999
295,CASCAVEL,466018.3508695652
296,CAUCAIA,51870.54394444444
297,CEDRO,89619779.0
298,CRATEUS,1011.7604703781512
299,CRATO,38255.57
300,EUSEBIO,91253.60719670205
301,FORQUILHA,82396.60029727271
302,FORTALEZA,90130.12885898014
303,FRECHEIRINHA,58916.45558086561
304,GRANJA,2346.7831788009507
305,GUARACIABA DO NORTE,392637063.6167539
306,HORIZONTE,15165.540889012733
307,ICAPUI,69804.29480059033
308,IGUATU,105266.391875
309,IPU,61397.590284153004
310,ITAICABA,99413522.3123077
311,ITAITINGA,719449.0125
312,ITAPAJE,74876.64897959183
313,ITAPIPOCA,455460.9876178571
314,ITAREMA,23072.76884920635
315,JAGUARETAMA,7117.764999999999
316,JAGUARIBE,1474668.4567004505
317,JAGUARUANA,1062004.21642764
318,JUAZEIRO DO NORTE,8712.803137254901
319,JUCAS,35.87161205658369
320,LIMOEIRO DO NORTE,735886.0905869566
321,MARACANAU,158358.46045454545
322,MARANGUAPE,152137.98335468106
323,MAURITI,1714.602425764534
324,MILAGRES,867150.6583333333
325,MORADA NOVA,907724.4736842104
326,NOVA OLINDA,197065.4715455077
327,NOVA RUSSAS,5329937.65487821
328,OCARA,2726.198653941651
329,PACAJUS,142984.03797916666
330,PACATUBA,560171.1666666666
331,PARACURU,20794725.503697686
332,PARAIPABA,32121.87442831216
333,PENTECOSTE,3740402.712244898
334,PINDORETAMA,4425061.567492375
335,PIQUET CARNEIRO,1130795.9677137467
336,POTENGI,42503835.0
337,QUIXADA,3472890.9504166665
338,QUIXERAMOBIM,3828941.7352941176
339,QUIXERE,193.8394875
340,REDENCAO,73873.70651428572
341,RUSSAS,120702.27791666666
342,SANTA QUITERIA,25399435.596638657
343,SANTANA DO CARIRI,1021.2009122807018
344,SAO BENEDITO,425.65478375
345,SAO GONCALO DO AMARANTE,162115.9355274153
346,SAO LUIS DO CURU,7982392.97
347,SENADOR POMPEU,458794.0677114026
348,SOBRAL,45250.051210873986
349,TABULEIRO DO NORTE,294.457
350,TAUA,671895.7690493065
351,TIANGUA,7930882.015291573
352,TRAIRI,453071.00576241134
353,TURURU,145188745.645
354,UBAJARA,285938.7571428572
355,URUBURETAMA,9608.552132371673
356,VARJOTA,143570242.70020428
357,VARZEA ALEGRE,47657.28475
358,VICOSA DO CEARA,10104995.979289819
359,BRASILIA,249779.73495380752
360,AFONSO CLAUDIO,108175.60171969641
361,AGUA DOCE DO NORTE,90175.52195
362,AGUIA BRANCA,2866965.9521543295
363,ALEGRE,1150528.9079999998
364,ALFREDO CHAVES,534418.6236970058
365,ALTO RIO NOVO,72608.64361702128
366,ANCHIETA,92962.4346172135
367,APIACA,34202769.23076923
368,ARACRUZ,402172.84960498515
369,ATILIO VIVACQUA,437322.12083333335
370,BAIXO GUANDU,44141.55445404016
371,BARRA DE SAO FRANCISCO,385826.86916666664
372,BOA ESPERANCA,249186.7658577718
373,BOM JESUS DO NORTE,288548.56927083334
374,BREJETUBA,474127.9122491764
375,CACHOEIRO DE ITAPEMIRIM,232424.98869417747
376,CARIACICA,236561.93353333336
377,CASTELO,297389.3333333333
378,COLATINA,422236.55370843987
379,CONCEICAO DA BARRA,42384.74413242009
380,CONCEICAO DO CASTELO,12521861.392857142
381,DIVINO DE SAO LOURENCO,16770030.685185185
382,DOMINGOS MARTINS,75363.61720996731
383,DORES DO RIO PRETO,1296978.3151515152
384,ECOPORANGA,949891.5329515423
385,FUNDAO,1787335.45
386,GOVERNADOR LINDENBERG,6078607.458333333
387,GUACUI,853742.7271028038
388,GUARAPARI,154651.71506352085
389,IBATIBA,2252408.9916869975
390,IBIRACU,38263.67
391,IBITIRAMA,25045410.183418132
392,ICONHA,99180.50596707819
393,IRUPI,161424.1911764706
394,ITAGUACU,95709.30757936508
395,ITAPEMIRIM,120293.70898345154
396,ITARANA,6922885.65339217
397,IUNA,304638.8234736842
398,JAGUARE,235219.68949149485
399,JERONIMO MONTEIRO,14800695.543519575
400,JOAO NEIVA,98237.8837276203
401,LARANJA DA TERRA,292035951.3513514
402,LINHARES,203540.0389247433
403,MANTENOPOLIS,69899156.39996667
404,MARATAIZES,19200498.36780557
405,MARECHAL FLORIANO,1013287.0041954023
406,MARILANDIA,704776.0681637204
407,MIMOSO DO SUL,1486482.4414129946
408,MONTANHA,394245.5172727273
409,MUCURICI,3376857.2413793104
410,MUNIZ FREIRE,545936.6333333333
411,MUQUI,267854.85698689957
412,NOVA VENECIA,186947.40953367433
413,PANCAS,7157483.757477598
414,PEDRO CANARIO,5759.757428571428
415,PINHEIROS,62248.2475
416,PIUMA,398803.50987179484
417,PONTO BELO,91388.79189974305
418,PRESIDENTE KENNEDY,2861.458466666667
419,RIO BANANAL,235944.425
420,RIO NOVO DO SUL,68211.93753050268
421,SANTA LEOPOLDINA,1357580.7825
422,SANTA MARIA DE JETIBA,1289497.9424901798
423,SANTA TERESA,230052.9063990461
424,SAO DOMINGOS DO NORTE,13430.638916666667
425,SAO GABRIEL DA PALHA,2172802.722905759
426,SAO JOSE DO CALCADO,437292.38
427,SAO MATEUS,109077.15587606837
428,SAO ROQUE DO CANAA,297425.3532703976
429,SERRA,263770.40640848235
430,SOORETAMA,239892.95909090908
431,VARGEM ALTA,100721.84018319492
432,VENDA NOVA DO IMIGRANTE,1097283.0103448275
433,VIANA,1517031.683699703
434,VILA PAVAO,514311.653192046
435,VILA VALERIO,60992.10656753407
436,VILA VELHA,808003.3853735633
437,VITORIA,626941.8103373349
438,ABADIA DE GOIAS,482119.28401374246
439,ABADIANIA,38449.667579999994
440,AGUAS LINDAS DE GOIAS,249454.14454999997
441,ALEXANIA,2601312.2738333335
442,ALTO HORIZONTE,446973.3049700855
443,ANAPOLIS,220578.09246666668
444,ANICUNS,94386.095
445,APARECIDA DE GOIANIA,88262.02333333333
446,ARAGOIANIA,61788.608351515155
447,ARAGUAPAZ,205.4352219033312
448,BARRO ALTO,416426.12918835855
449,BELA VISTA DE GOIAS,6659398.521126374
450,BOM JESUS DE GOIAS,38711.267736178
451,BRAZABRANTES,119910598.2534965
452,BRITANIA,60962.74564603436
453,BURITI ALEGRE,91179.05009861934
454,BURITI DE GOIAS,31816492.014492754
455,CABECEIRAS,4856881.811356405
456,CACHOEIRA DE GOIAS,152.22670161278802
457,CACHOEIRA DOURADA,4373897.219387755
458,CACU,4438.651247751106
459,CAIAPONIA,13213.953431372549
460,CALDAS NOVAS,712758.3451171876
461,CAMPINACU,603880766.5999999
462,CAMPO ALEGRE DE GOIAS,2574012.75
463,CAMPO LIMPO DE GOIAS,78158876.47058824
464,CAMPOS BELOS,919626.9301958333
465,CATALAO,488388.38433333335
466,CATURAI,219066.3253611111
467,CHAPADAO DO CEU,504102.9175
468,COCALZINHO DE GOIAS,758381.8318965518
469,CORUMBAIBA,129966.00000000001
470,CRISTALINA,13763.761783333333
471,CRIXAS,114561.91783825617
472,CUMARI,1217059.7222222222
473,DAVINOPOLIS,4675.347013513514
474,DIVINOPOLIS DE GOIAS,505432915.2332932
475,DOVERLANDIA,2.979773987686669
476,EDEIA,409.82339344262294
477,FAZENDA NOVA,1292203.9344262297
478,FORMOSA,243314.20704122452
479,GOIANESIA,373658.56112886773
480,GOIANIA,395287.3333333333
481,GOIANIRA,874540.11875
482,GOIATUBA,3552.9873039581776
483,GUAPO,14639.962399999999
484,GUARANI DE GOIAS,1208749.64
485,HIDROLANDIA,6862.418213036604
486,INACIOLANDIA,5424573.998780488
487,INHUMAS,275297.9755698422
488,IPAMERI,46643.200000000004
489,IPORA,1045247.6
490,ITABERAI,108009.28833333333
491,ITAPACI,65183.138781249996
492,ITAPURANGA,11360.895648148147
493,ITAUCU,693313574.0017645
494,ITUMBIARA,320903.48460208974
495,JATAI,753239.1208791209
496,LAGOA SANTA,328823.4870816929
497,LEOPOLDO DE BULHOES,8923.75
498,LUZIANIA,53342.432
499,MATRINCHA,241861.71288961038
500,MINACU,38989.665557404325
501,MINEIROS,11142.57550758934
502,MONTIVIDIU,52412.32193732194
503,MORRINHOS,481465.02301625046
504,MOZARLANDIA,1426037.0742957764
505,NAZARIO,474.7001591612297
506,NEROPOLIS,3101448.585267857
507,NIQUELANDIA,163781.96110627177
508,NOVA AMERICA,1667088.0427662595
509,NOVA GLORIA,367.836192109777
510,NOVA IGUACU DE GOIAS,11363835.90133654
511,NOVA ROMA,96684400.23529412
512,NOVA VENEZA,246236.48449791764
513,NOVO GAMA,75330.062
514,OUVIDOR,694360.2066026938
515,PALMEIRAS DE GOIAS,5685.096638888888
516,PARAUNA,108378.96807530278
517,PIRACANJUBA,6674846498.059
518,PIRANHAS,1225566.3926075269
519,PIRENOPOLIS,287019.2659444045
520,PIRES DO RIO,861117.8504672898
521,PLANALTINA,51469.05617551463
522,PONTALINA,73330.51204762093
523,PORANGATU,117255.00942857141
524,PORTEIRAO,5.542852141384863
525,PORTELANDIA,10901701.05882353
526,POSSE,57381.370416666665
527,QUIRINOPOLIS,5776.199168636241
528,RIALMA,104586.3370189702
529,RIANAPOLIS,211146.53659963256
530,RIO VERDE,221812.81188054814
531,RUBIATABA,1859313.5273809524
532,SANCLERLANDIA,129137503.25987841
533,SANTA BARBARA DE GOIAS,19704.441739130434
534,SANTA FE DE GOIAS,681.7838542798216
535,SANTA HELENA DE GOIAS,227497.42988505747
536,SANTA TEREZA DE GOIAS,4195394.302158274
537,SAO JOAO D'ALIANCA,8993772.840813823
538,SAO LUIS DE MONTES BELOS,5031.045662393077
539,SAO SIMAO,466869.76
540,SENADOR CANEDO,573076.7037216047
541,SERRANOPOLIS,233411.55113636362
542,SILVANIA,463723.2820137108
543,SIMOLANDIA,708241772.5225224
544,TEREZOPOLIS DE GOIAS,48947335.76415094
545,TRINDADE,215950.34922099218
546,URUACU,18478.476222706413
547,VALPARAISO DE GOIAS,165088.9434026342
548,VIANOPOLIS,11701.274962742174
549,VICENTINOPOLIS,1436578.5161290322
550,VILA BOA,2228045.423750104
551,VILA PROPICIO,21215.8561
552,ACAILANDIA,648998.1075374729
553,AMARANTE DO MARANHAO,578303.5400369222
554,ARARI,1729447.9266666668
555,BACABAL,57716.72183333334
556,BACABEIRA,611785.6252967094
557,BALSAS,2008631.5178571425
558,BARAO DE GRAJAU,88730.82
559,BARRA DO CORDA,109723.56195189874
560,BURITICUPU,190307.047
561,BURITIRANA,1719682.3314105645
562,CAMPESTRE DO MARANHAO,279883.2173846154
563,CAXIAS,40278.23875
564,CIDELANDIA,13402.807704918034
565,CODO,7619.175
566,COELHO NETO,2689.5051020408164
567,ESTREITO,79946.11650074294
568,FORMOSA DA SERRA NEGRA,2207.069811685838
569,GODOFREDO VIANA,803727.4749605492
570,GOVERNADOR EDISON LOBAO,136025.97657142856
571,GRAJAU,638654.0005
572,IMPERATRIZ,120193.87142857142
573,ITAPECURU MIRIM,106298.94285714286
574,ITINGA DO MARANHAO,3.4451755492135128
575,JOAO LISBOA,81402.93333333333
576,LAGO DA PEDRA,704649.6510204081
577,LAJEADO NOVO,3417.9230000000002
578,MARACACUME,11653.800049999998
579,MIRADOR,404628667.3469388
580,MIRANDA DO NORTE,2.924918032786885
581,MIRINZAL,456980.7472664992
582,NOVA COLINAS,274167084.04025394
583,OLHO D'AGUA DAS CUNHAS,1554742023.0
584,PACO DO LUMIAR,89794.80653333334
585,PARAIBANO,1464.1417209615818
586,PARNARAMA,22716.064067701303
587,PASTOS BONS,15199.231066666667
588,PINDARE-MIRIM,2694.0729693140793
589,PORTO FRANCO,599470.6955223881
590,PRESIDENTE DUTRA,51133305.30890411
591,RIACHAO,4477.2252
592,ROSARIO,6791153.85693393
593,SAMBAIBA,1381077.0216666667
594,SANTA INES,87239670.825
595,SANTA QUITERIA DO MARANHAO,3167730.177514793
596,SAO DOMINGOS DO MARANHAO,260801.3326159938
597,SAO JOSE DE RIBAMAR,212016.778125
598,SAO LUIS,556168.8108108108
599,SAO MATEUS DO MARANHAO,37086.86
600,SAO RAIMUNDO DAS MANGABEIRAS,43933.97678493211
601,SENADOR LA ROCQUE,165.68720118036742
602,SITIO NOVO,45468.83235294118
603,TASSO FRAGOSO,88341.53731576349
604,TIMON,0.19104663377367498
605,VILA NOVA DOS MARTIRIOS,5756.5675
606,AGUA BOA,214054.46808510637
607,ALTA FLORESTA,36910.14576683387
608,ALTO ARAGUAIA,96131.22952617421
609,ALTO GARCAS,3264474.541034271
610,ALTO TAQUARI,30288.206557377052
611,APIACAS,173536.57839285713
612,ARAGUAIANA,67429200.0
613,ARAPUTANGA,1503267.5598835517
614,ARENAPOLIS,135388286.33333334
615,ARIPUANA,6681.45
616,BARRA DO BUGRES,940914.9083333333
617,BARRA DO GARCAS,61806.0998
618,BRASNORTE,484844.70931372547
619,CACERES,13655.351470588235
620,CAMPINAPOLIS,41.431580000000004
621,CAMPO NOVO DO PARECIS,44654.07500588865
622,CAMPO VERDE,44893.42928415636
623,CAMPOS DE JULIO,208118.5
624,CANARANA,3276.9042158135508
625,CASTANHEIRA,33594.65150993226
626,CLAUDIA,200067.48316633268
627,COCALINHO,36203.667916666665
628,COLIDER,36325.76841998581
629,COLNIZA,521657.45978365385
630,COMODORO,231805.14415192057
631,COTRIGUACU,222617.07810359
632,CUIABA,381984.5630841503
633,CURVELANDIA,3254.0008728110597
634,DIAMANTINO,1445.2821428571428
635,DOM AQUINO,7955.819071428571
636,FELIZ NATAL,108839.78
637,GAUCHA DO NORTE,24147915.141955838
638,GUARANTA DO NORTE,132402.8575
639,GUIRATINGA,22534192.095238097
640,INDIAVAI,72499.21328771341
641,ITANHANGA,3074597.5507281553
642,ITIQUIRA,581119.9834666667
643,JACIARA,573621.7437810841
644,JANGADA,181115250.92043653
645,JUARA,88778.23186119874
646,JUINA,8243.514258153695
647,JURUENA,159926.3026811594
648,LUCAS DO RIO VERDE,112960.85260869564
649,MARCELANDIA,482425.3528623001
650,MATUPA,7040060.740740741
651,MIRASSOL D'OESTE,237375.47263139058
652,NOBRES,10943.941988070252
653,NOVA BANDEIRANTES,126323.24474137931
654,NOVA CANAA DO NORTE,14810.790082405667
655,NOVA LACERDA,386999.45
656,NOVA MARILANDIA,2685.6049914236705
657,NOVA MARINGA,26054.450244548283
658,NOVA MONTE VERDE,6831876.704375
659,NOVA MUTUM,1184190.8020833333
660,NOVA OLIMPIA,30632.201800720286
661,NOVA UBIRATA,2446287.5761808897
662,NOVA XAVANTINA,3312753.2466870537
663,PARANAITA,11957.632916666666
664,PARANATINGA,2544.7247083333336
665,PEIXOTO DE AZEVEDO,130.80801630434783
666,POCONE,1308458.905612245
667,PONTES E LACERDA,1791255.92
668,PORTO DOS GAUCHOS,368225.5636363636
669,PRIMAVERA DO LESTE,148726.11180608606
670,QUERENCIA,548.0262833333334
671,RONDOLANDIA,1814731.1421875
672,RONDONOPOLIS,683773.125
673,SANTO ANTONIO DO LEVERGER,82798915.90075758
674,SAO FELIX DO ARAGUAIA,3550744.74439977
675,SAO JOSE DO XINGU,16723.573197378006
676,SAO JOSE DOS QUATRO MARCOS,218751.13144208037
677,SAPEZAL,15486315.946153846
678,SINOP,245403.24
679,SORRISO,369882.80077536235
680,TABAPORA,85278750.0
681,TANGARA DA SERRA,156455.72842398658
682,TAPURAH,542580748.097826
683,TERRA NOVA DO NORTE,61445.509
684,UNIAO DO SUL,159739.89047619049
685,VARZEA GRANDE,637396.7375
686,VERA,427685.88580931496
687,VILA BELA DA SANTISSIMA TRINDADE,4920712.41
688,AGUA CLARA,7892789.823445744
689,AMAMBAI,8698906.108765207
690,ANASTACIO,504866.65707917884
691,ANGELICA,6294.838746814516
692,APARECIDA DO TABOADO,404296.8290973252
693,AQUIDAUANA,104190.51798821811
694,ARAL MOREIRA,12524500.225
695,BANDEIRANTES,17278.777070063694
696,BATAGUASSU,67962.26119402985
697,BATAYPORA,91654.26767515778
698,BELA VISTA,2317.190395407826
699,BODOQUENA,1283.4333333333332
700,BRASILANDIA,103750.22685064636
701,CAARAPO,75155.53592438673
702,CAMPO GRANDE,222603.42213650572
703,CASSILANDIA,2351.001000232288
704,CHAPADAO DO SUL,24564.293548387093
705,CORGUINHO,2337.57166698538
706,CORUMBA,265668.45938628155
707,COSTA RICA,4849057.897142857
708,COXIM,24550.70696450865
709,DEODAPOLIS,375779.15022365446
